fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211107 164301	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	251	TRUE	0.0842779121198692	0.812200082595518	3705	199	0.0314369879407162	1	5055000
20211107 164314	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	145	TRUE	0.131268288507126	0.401175229586079	2934	275	0.0320395336965345	2	5465000
20211107 164332	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	292	TRUE	0.038098713690415	0.160725437295332	3604	221	0.0343743985003306	3	4416250
20211107 164351	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	207	TRUE	0.0708841015584767	0.566880352397857	3060	185	0.0390943402542408	4	5411250
20211107 164402	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	111	TRUE	0.14811234710709	0.349702172529942	2795	233	0.0441573983413254	5	5355000
20211107 164413	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	0.17045672264474	0.312519602611428	2477	124	0.0276543395847456	6	5170000
20211107 164423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	99	TRUE	0.165552368769131	0.95427214524243	2684	208	0.0382909459131497	7	5531250
20211107 164433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	90	TRUE	0.139423804080579	0.630408691486809	3339	168	0.0353200605893232	8	5125000
20211107 164441	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	59	TRUE	0.196768805739994	0.243620223802282	2528	299	0.0312947201928146	9	4726250
20211107 164502	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	261	TRUE	0.0524443427732331	0.534330553532345	3443	251	0.0304494823964584	10	5102500
20211107 164514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0904863511177246	0.69484128067561	2325	241	0.0350941059308914	11	5108750
20211107 164534	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	254	TRUE	0.0579224008467281	0.489423041073314	2212	106	0.0349685755650959	12	5377500
20211107 164543	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	72	TRUE	0.178590956309345	0.873797504692629	2037	132	0.028809218950064	13	4697500
20211107 164621	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	573	TRUE	0.0257890723310993	0.723101025544747	3838	141	0.0309264977864812	14	5081250
20211107 164640	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	256	TRUE	0.119909027410613	0.909390308032744	3949	283	0.0398809972132259	15	5793750
20211107 164652	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.106964671585883	0.136960567996721	3182	155	0.0361401923125204	16	5002500
20211107 164701	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	62	TRUE	0.130380889849674	0.94455998014641	3780	279	0.0354372222640657	17	5207500
20211107 164712	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	110	TRUE	0.162467942160115	0.910683544468027	4000	300	0.0302570025022386	18	4781250
