Feature	Gain	Cover	Frequency
ctrx_quarter	0.167581917891925	0.0191742319843584	0.0143562230248752
Visa_status	0.0678389210123321	0.0063649479283143	0.00203479571073513
mcaja_ahorro	0.0591106822728012	0.0158995367793589	0.0145322434150772
mtarjeta_visa_consumo	0.0404670394995962	0.0104368446530045	0.00609734631659732
mdescubierto_preacordado	0.036242016572561	0.00544203312325044	0.0029289792929613
mcuenta_corriente	0.0346318500104017	0.0161121782276026	0.0167008146223659
mcuentas_saldo	0.0342376825779353	0.0226997165635624	0.0176583655450647
mpasivos_margen	0.0227488712528059	0.00882788022059188	0.0141168352942005
cpayroll_trx	0.0217935446823202	0.013127056610598	0.00226010181019369
Visa_Finiciomora	0.0205886571636833	0.0171836527806375	0.00362602003816122
mprestamos_personales	0.0192362450258927	0.0174622827101781	0.00862499911989805
foto_mes	0.0184694168839498	0.016264501785631	0.0174893859704708
ctarjeta_visa_transacciones	0.0167557206298714	0.012375437645438	0.00825183589266981
mpayroll	0.0144429619522127	0.0154734121503665	0.00597061163565187
Visa_delinquency	0.0133041561818617	0.00110478267800996	0.000711122376416084
mrentabilidad_annual	0.0122720962766694	0.0158384305813412	0.024720303599969
Visa_mpagospesos	0.0114569270963315	0.00744308531038779	0.0146519372804146
mactivos_margen	0.0111265375354027	0.0115126458118303	0.0176372430982405
cliente_edad	0.0109127973000923	0.0180610847623307	0.0242133648761873
Visa_fechaalta	0.00928339249078855	0.0102539633766805	0.0165177534165558
Visa_mpagominimo	0.00863811613153897	0.0128123731094567	0.0126241823852875
mrentabilidad	0.00858068284263402	0.00730949326337447	0.015482753522168
Visa_Fvencimiento	0.00811291604422587	0.00835328261299015	0.0196368347309352
Master_fechaalta	0.00808780587459386	0.0115958469674861	0.0179822430630364
Master_Fvencimiento	0.00807188262727775	0.0140181081051645	0.0203549979229594
ctarjeta_visa	0.00762299716694909	0.00218495209193423	0.000654795851551444
ccaja_ahorro	0.0074896697125339	0.0121717649212121	0.00388653021566018
numero_de_cliente	0.00731529096930281	0.0160140466281879	0.0188412225672222
chomebanking_transacciones	0.00684379486614786	0.0104575803665603	0.0160389779552063
Visa_msaldototal	0.00661221850143183	0.00594119874864469	0.00722387681389012
cliente_antiguedad	0.00648800575121002	0.0108420704924707	0.0160530595864225
cproductos	0.00641496667981402	0.00679787017864964	0.00785050940300924
Visa_mconsumospesos	0.00605564812723469	0.00540927594288778	0.0109343866393483
cmobile_app_trx	0.0055634201242776	0.0095056453841823	0.0147927535925762
mcomisiones_mantenimiento	0.00552945477696235	0.0147729713242021	0.00986418266692014
Visa_mfinanciacion_limite	0.00532077554517673	0.0102850108908326	0.0134902027050814
Master_mfinanciacion_limite	0.00530365349423642	0.0115167873432439	0.0124692844419098
Master_Finiciomora	0.00521521149238323	0.0153760079750391	0.00210520386681593
mcaja_ahorro_dolares	0.00520906451568082	0.0143304727621783	0.0121313252927219
Visa_msaldopesos	0.00514282469713956	0.00887687252820298	0.00833632567996677
mttarjeta_visa_debitos_automaticos	0.00506856927668097	0.00649007812338226	0.0128635701159622
mtransferencias_recibidas	0.00503038454196832	0.0111700442497778	0.0100613255039464
ccomisiones_otras	0.00491407039944876	0.0067354548671707	0.00935020312753029
Master_status	0.00483804336559755	0.00929600136087461	0.00205591815755937
canarito5	0.00482252757170454	0.00620155565032004	0.0139619373508227
mes	0.00474201608772123	0.00641301414464124	0.00981489695766358
mautoservicio	0.00462395501783431	0.0130343774356194	0.00694224418956692
canarito11	0.00453675525389333	0.00681419027048542	0.0134197945490006
canarito16	0.00452472882579742	0.00544042523280221	0.013286019052447
canarito9	0.00451276647884355	0.00572366430189079	0.0132226517119743
canarito13	0.00447454058097538	0.00472712737899615	0.0130325496905562
Visa_mlimitecompra	0.00445613672183291	0.0066000413444876	0.010293672419013
canarito15	0.00443561772722293	0.00562555170970549	0.0130959170310289
canarito1	0.00440137721345803	0.00706691334631186	0.0129058150096107
canarito14	0.00435722371635695	0.00600336965441452	0.0129903047969077
Visa_fultimo_cierre	0.00435179964841398	0.0110341054914639	0.0113638763914412
canarito23	0.00434768615010112	0.00500094105834145	0.0128565293003542
canarito20	0.00432363691419655	0.00611883872465866	0.0128283660379218
canarito7	0.0043196361801304	0.00687408530664045	0.0129832639812996
canarito6	0.00431577667401762	0.00533956954149779	0.0128565293003542
canarito4	0.00427340528014009	0.00617791520046895	0.0128213252223138
canarito17	0.00427210243881399	0.00599745806529448	0.0128846925627865
canarito3	0.00426594818457447	0.00469966136452355	0.0124692844419098
canarito10	0.00424443192245881	0.00477043417750102	0.0124833660731259
canarito18	0.00423352515678185	0.00461407029587638	0.012581937491639
ctarjeta_debito_transacciones	0.00421515342442605	0.00724082324820755	0.00545663209626203
canarito8	0.00418171221005685	0.00639147024520457	0.0124692844419098
cprestamos_personales	0.00415363010053283	0.0123161489096114	0.00434418323018538
mcuenta_debitos_automaticos	0.00414117270089951	0.00811041205948708	0.00814622365854861
Master_fultimo_cierre	0.00411673753462844	0.0099788139661801	0.0110470396890776
canarito12	0.00410467263940641	0.00542630077886976	0.0123003048673158
canarito19	0.00410126129129337	0.00607593168377995	0.0122721416048835
canarito2	0.0040978333798681	0.00604268504832794	0.0119341824556957
mcomisiones_otras	0.00407804178365747	0.00593999417494527	0.0102725499721888
canarito22	0.00402796012945926	0.00379113188950923	0.0119482640869118
mcomisiones	0.00402439842463667	0.00541365620055941	0.00989938674496054
canarito21	0.00401829648322695	0.00527038591464317	0.0120749987678573
mtransferencias_emitidas	0.00373734090472007	0.0192191835140172	0.00888550929739701
mpagomiscuentas	0.00371033375981545	0.0156669628433864	0.00678030543058108
Master_mlimitecompra	0.00357364057830558	0.00881352972450862	0.00903336642516669
Visa_cconsumos	0.00355907431464095	0.00747212865986211	0.00924459089340909
Visa_mconsumosdolares	0.00315423411095035	0.00568603615928792	0.00869540727597885
