Feature	Gain	Cover	Frequency
ctrx_quarter	0.0960582172620568	0.0166858015195685	0.00562228469205213
mcaja_ahorro	0.0838114466046956	0.0106924096448857	0.00572559553262176
mtarjeta_visa_consumo	0.0476870349618561	0.0090522829816693	0.00274589339408736
Master_status	0.0408078854008378	0.00246128511314084	0.000842798962541664
mcuentas_saldo	0.02712796270051	0.0192270182488835	0.00787881094659917
ctarjeta_visa_transacciones	0.0197315499082378	0.0124749054936354	0.00377900179978359
foto_mes	0.0189881365941674	0.0117137791096397	0.00887929487632605
cpayroll_trx	0.0187637838983146	0.0135705141574286	0.00107660770698871
Visa_Finiciomora	0.0186020304289246	0.011206105655412	0.00269151926747177
mprestamos_personales	0.012851693564163	0.0151690477773324	0.00455655181038655
Visa_mpagominimo	0.012835599367265	0.0100873077271927	0.00481754761814138
Master_mfinanciacion_limite	0.0124331567122811	0.00639812452421791	0.00676957876364111
mcuenta_corriente	0.0111125405099727	0.00547516479924349	0.00660101897113278
mpayroll	0.010633898228525	0.0155159837222264	0.00262627031553306
mdescubierto_preacordado	0.00934708050113738	0.0103057390104549	0.00153335037055967
mprestamos_personales_lag6	0.00906117629990192	0.0025952055788277	0.00287639129796478
Visa_status	0.00796078317173437	0.00998397781481728	0.00176715911500672
Visa_mpagospesos	0.0077070653334295	0.00414814041758118	0.00488279657008009
Visa_fechaalta_lag3	0.0073804546982797	0.0027139505806876	0.00398562348092284
ctrx_quarter_lag2	0.00688598692562734	0.00449057726526291	0.00579084448456047
ctarjeta_visa	0.00635030100700012	0.00185241533957491	0.000489367139540321
mpasivos_margen	0.00580121916012626	0.00321828702967319	0.0060790273556231
ccaja_ahorro	0.00573567939024757	0.0136242827204218	0.00256102136359435
mactivos_margen	0.00566691115763417	0.00668753868669716	0.00737313156907417
mprestamos_personales_lag2	0.00540486286783085	0.00464095295958915	0.00275133080674892
Visa_msaldopesos	0.00530043240499225	0.0049915872240022	0.00343100738944381
ctrx_quarter_lag6	0.00452589731678044	0.00479742957071021	0.00661733120911745
Visa_Fvencimiento_lag6	0.00451899152569281	0.00331397396677796	0.00775375045538331
mcuentas_saldo_lag2	0.00425721275420056	0.00259198476693091	0.00583434378585294
cproductos	0.00424764618143319	0.00590859049448556	0.00439342943053977
numero_de_cliente	0.00417709116741121	0.00728821273438537	0.0082213679442774
cprestamos_personales	0.00412936872566422	0.00988018703915967	0.00181609582896075
Visa_Fvencimiento	0.00405615753257458	0.00315742274674215	0.00805824556443062
mrentabilidad	0.00393638099962221	0.00314577250129771	0.00679676582694891
mttarjeta_visa_debitos_automaticos_lag6	0.00381168017252046	0.00345592006903903	0.00525254063106611
mcomisiones_mantenimiento	0.00373539408896834	0.0106811411096396	0.00469792453958708
Master_Fvencimiento	0.00368499566613621	0.00258150786820093	0.00599746616569971
chomebanking_transacciones_lag6	0.00359641955304159	0.00271287044227739	0.00582346896052982
mrentabilidad_annual_lag6	0.00358809183118568	0.00359016417467123	0.00686201477888761
mrentabilidad_annual	0.00356058932346488	0.00312390812633932	0.00585065602383762
Visa_msaldototal	0.00355981324849516	0.00253014660517008	0.00325701018427392
mcuentas_saldo_lag6	0.00351893508909663	0.00380008396514742	0.00555159832745187
ccomisiones_otras	0.003446865459926	0.00151660626809942	0.00368656578453709
mcuenta_corriente_lag6	0.00343239015300217	0.00621804317423977	0.0053612888842973
mrentabilidad_annual_lag2	0.00337884684136606	0.00195399463725176	0.00620952525950052
chomebanking_transacciones	0.00334425860340325	0.00431815025097802	0.00577453224657579
Visa_mfinanciacion_limite_lag3	0.00330218772528008	0.00450647451221694	0.00622040008482364
mcomisiones_otras	0.0032760136244891	0.00267201318447315	0.00499698223597284
mcomisiones_mantenimiento_lag6	0.00323784004186384	0.00428890170702687	0.00446411579514004
mes	0.00321654284998763	0.00415669196246167	0.00440974166852445
Master_Finiciomora	0.00318874248846572	0.0116072503664641	0.00185415771759166
mactivos_margen_lag2	0.00318269384838939	0.00450459491709279	0.0056929710566524
Master_fechaalta_lag6	0.00317294348285826	0.00232420787663697	0.0061986504341774
