fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211116 224828	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	356	TRUE	0.0485679609421641	0.812200082595518	6848	557	0.0357970759793461	1	6303750
20211116 225119	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	263	TRUE	0.0694525726698339	0.401175229586079	3844	906	0.0356799143046036	2	6521250
20211116 225237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	170	TRUE	0.0280438727512956	0.160725437295332	6456	657	0.0402659570016654	3	5336250
20211116 225610	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	229	TRUE	0.0426151562482119	0.566880352397857	4333	491	0.0441908731055376	4	5900000
20211116 225809	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	185	TRUE	0.0769388209364843	0.349702172529942	3299	713	0.0358221820525052	5	6150000
20211116 225941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	124	TRUE	0.0868696545087732	0.312519602611428	2060	213	0.0414124676759308	6	6565000
20211116 230245	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	90	TRUE	0.0846899416751694	0.95427214524243	2866	601	0.0364079904262174	7	5762500
20211116 230736	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	159	TRUE	0.0730772462580353	0.630408691486809	5420	413	0.0407597097737943	8	6162500
20211116 230841	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	98	TRUE	0.0985639136622194	0.243620223802282	2260	1020	0.0397136233921652	9	6268750
20211116 231217	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	259	TRUE	0.0344197078992147	0.534330553532345	5829	795	0.0301314721364431	10	5500000
20211116 231636	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	120	TRUE	0.0513272671634331	0.69484128067561	1470	749	0.0341400751508457	11	6351250
20211116 232107	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	366	TRUE	0.0368544003763236	0.489423041073314	1028	130	0.0358556568167173	12	6845000
20211116 232423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.0904848694708198	0.873797504692629	348	249	0.0330521453139514	13	6813750
20211116 233021	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	186	TRUE	0.0225729210360441	0.723101025544747	7367	292	0.0387344865389604	14	5115000
20211116 233531	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	209	TRUE	0.0644040121824946	0.909390308032744	7800	946	0.0321315892981179	15	6001250
20211116 233612	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	88	TRUE	0.0586509651492815	0.136960567996721	4809	353	0.0359309750361946	16	5033750
