fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211110 030033	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	290	TRUE	0.0496713422541507	0.431621524458751	473	564	0.0415965788790975	1	6587500
20211110 030050	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	190	TRUE	0.0836807593039703	0.311864921111555	6381	545	0.0353535353535354	2	6170000
20211110 030121	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	210	TRUE	0.027502231473336	0.588328862887283	2633	803	0.0367008946130736	3	5568750
20211110 030137	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	178	TRUE	0.088789124363102	0.812220075543155	6739	336	0.0403161691479836	4	5878750
20211110 030156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	199	TRUE	0.0597275907162111	0.640197080158396	4433	866	0.0355376465567021	5	5992500
20211110 030213	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	164	TRUE	0.076434781200951	0.476641509812907	5589	225	0.0348597825814064	6	5893750
20211110 030243	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	424	TRUE	0.0423946081171744	0.165209386426432	4041	449	0.0378725113604981	7	6393750
20211110 030304	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	264	TRUE	0.0689630413870327	0.721443700800592	7284	985	0.0440904488129012	8	5915000
20211110 030346	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	426	TRUE	0.0344805585220456	0.226208045987005	1231	701	0.0434544282928707	9	6760000
20211110 030402	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	217	TRUE	0.0991590226895642	0.126856173468695	4703	122	0.0364916773367478	10	6300000
20211110 030426	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	177	TRUE	0.0735917418228928	0.504348173229664	1698	425	0.0415965788790975	11	6237500
20211110 030445	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	164	TRUE	0.03997920656926	0.699781606622855	2733	187	0.0358221820525052	12	5950000
20211110 030505	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	245	TRUE	0.0526056034932844	0.860976903259871	7760	274	0.0429690442117948	13	5882500
20211110 030527	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	133	TRUE	0.0943190115888137	0.907366627156443	1075	763	0.0472538140309474	14	5842500
20211110 030613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	534	TRUE	0.0226146325876471	0.955434819946822	3351	944	0.0418811143749006	15	6145000
20211110 030643	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	360	TRUE	0.0636745569040068	0.379117315838812	5140	628	0.0349434694919368	16	6181250
20211110 030708	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	185	TRUE	0.049230712443043	0.272906675604228	927	531	0.0343074489719063	17	6126250
20211110 030744	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	414	TRUE	0.0387247205027081	0.214440622257486	1938	698	0.035788707288293	18	6455000
20211110 030814	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	275	TRUE	0.0278199786597625	0.231632998767061	1294	736	0.0343492924271715	19	6120000
20211110 030842	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	334	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0336128476145046	20	5880000
20211110 030907	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	290	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0389437038152863	21	6183750
20211110 030938	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	417	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.0348179391261413	22	6200000
20211110 031018	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	490	TRUE	0.062278566761408	0.423446070845309	5296	627	0.0377302436125966	23	6015000
20211110 031050	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	321	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.0379645669620815	24	6080000
20211110 031108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0361109018938348	25	6406250
20211110 031137	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	293	TRUE	0.0722323446390033	0.951347630601563	2650	667	0.04301088766706	26	6476250
20211110 031155	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	143	TRUE	0.0476338022232428	0.572736529607885	6004	663	0.0358807628898764	27	5641250
20211110 031216	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	224	TRUE	0.0551776551933028	0.327766494586272	6499	587	0.0390692341810817	28	5965000
20211110 031230	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	117	TRUE	0.0798047164328769	0.393344031555881	5062	686	0.0315290435422996	29	5391250
20211110 031259	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	270	TRUE	0.0408451851436232	0.225591878279243	1354	774	0.0416384223343627	30	6581250
20211110 031313	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0779645898430181	0.226428731790708	916	473	0.0286334764379503	31	5523750
20211110 031404	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	521	TRUE	0.0362570326409396	0.228672100812394	1087	847	0.0323408065744437	32	6320000
20211110 031429	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	138	TRUE	0.0386352451506071	0.404612072499818	875	661	0.0372281221494146	33	6340000
20211110 031447	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0433675417006388	0.112609258927475	2956	217	0.0332613625902773	34	5682500
20211110 031510	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	94	TRUE	0.0697419938869402	0.427681592786498	466	679	0.0379645669620815	35	6380000
20211110 031541	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	320	TRUE	0.0556473292419501	0.554259937580652	5574	930	0.0382323650757785	36	6190000
20211110 031605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	251	TRUE	0.0495886520421691	0.37796487140283	4246	549	0.0377720870678617	37	6158750
20211110 031635	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	248	TRUE	0.0849849735815264	0.319760480330302	1022	336	0.0410777200338095	38	6015000
20211110 031708	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	217	TRUE	0.0465037125027552	0.727070892823022	1014	527	0.0400232649611274	39	6222500
20211110 031729	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	261	TRUE	0.0574375245955959	0.803841766718193	7531	301	0.0370356422551949	40	5868750
20211110 031811	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	247	TRUE	0.0289933062436432	0.914142998647527	367	455	0.036048136710937	41	6516250
20211110 031833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	235	TRUE	0.0775838731076382	0.402970562975947	6385	731	0.0406341794079988	42	6031250
20211110 031925	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	542	TRUE	0.0345491855871305	0.707065885409084	1984	378	0.0409605583590671	43	6382500
20211110 031945	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	179	TRUE	0.0926832483600639	0.398507780198264	3202	509	0.0385336379536877	44	6045000
20211110 032011	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	155	TRUE	0.0389983416760899	0.639422746171732	1062	636	0.0351443180772095	45	6251250
20211110 032044	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	471	TRUE	0.0361606589905545	0.154521770766121	3700	912	0.041454311131196	46	6108750
20211110 032105	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	168	TRUE	0.0772020599885657	0.216171464156941	5029	768	0.0465926874377579	47	5991250
20211110 032135	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	227	TRUE	0.0574770347673632	0.355708580444171	1078	683	0.0426594026428326	48	6328750
20211110 032154	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	194	TRUE	0.0827201820322871	0.445122697189893	6778	906	0.0355711213209142	49	5837500
20211110 032225	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	343	TRUE	0.0614497867436148	0.376586052501737	3570	455	0.0411781443264459	50	6200000
20211110 032303	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	367	TRUE	0.051510483745411	0.563124464816041	2977	546	0.0444168277639694	51	6016250
20211110 032334	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	462	TRUE	0.0571897158379108	0.164488068650709	5694	655	0.0367594754504448	52	5960000
20211110 032359	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	239	TRUE	0.0261860305045731	0.513292195390165	7761	656	0.0392533453842484	53	5387500
20211110 032423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	313	TRUE	0.048912320607733	0.995964059002022	6650	244	0.0317131547454663	54	6013750
20211110 032456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	324	TRUE	0.0267261028291844	0.544028218840365	4986	184	0.0429020946833706	55	5892500
20211110 032525	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	319	TRUE	0.0609886662657373	0.497974649444339	6412	910	0.0414292050580369	56	5862500
20211110 032553	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	280	TRUE	0.0925959693831392	0.396578101772489	3028	198	0.0333785242650197	57	5765000
20211110 032636	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	554	TRUE	0.0481949858487211	0.421873312736605	6723	536	0.0381235720920891	58	6206250
20211110 032657	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	190	TRUE	0.0940431672497466	0.532507430415251	5945	1015	0.037847405287339	59	5997500
20211110 032712	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.068958120415397	0.482023982235603	1379	119	0.0332613625902773	60	6082500
20211110 032726	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	123	TRUE	0.0976996565995924	0.856334283117973	4080	535	0.0283154661779351	61	5421250
20211110 032749	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	339	TRUE	0.0723469795234688	0.130008793261764	6518	144	0.040684391554317	62	5923750
20211110 032805	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0769593343723938	0.202459480938455	4644	217	0.0408601340664307	63	5747500
20211110 032841	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	335	TRUE	0.0299708756191842	0.948382064583665	2101	385	0.0425422409680902	64	6296250
