fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	num_iterations	early_stopping_rounds	force_row_wise	max_bin	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211128 085304	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	376	TRUE	44	0.0226021839747821	0.361967453665759	134	236	813697	73.7861795761072	0.14761736677708	813697	5	1012	4190	0.0350648155122057	6912500	6162500	4287	0.0358765785443499	7041250	6341250	41
20211128 085555	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	376	TRUE	44	0.0226021839747821	0.361967453665759	134	236	344719	73.7861795761072	0.14761736677708	344719	6	1225	4590	0.0384122919334187	6762500	6262500	4255	0.0356087804306528	7081250	6231250	41
20211128 085756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	376	TRUE	44	0.0226021839747821	0.361967453665759	134	236	127217	73.7861795761072	0.14761736677708	127217	7	756	4349	0.0363954373896379	7263750	6213750	4109	0.0343869515369101	7113750	6213750	41
20211128 090004	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	376	TRUE	44	0.0226021839747821	0.361967453665759	134	236	464371	73.7861795761072	0.14761736677708	464371	8	813	4802	0.0401864544366616	7047500	6047500	4195	0.0351066589674709	7156250	6256250	41
20211128 090131	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	376	TRUE	44	0.0226021839747821	0.361967453665759	134	236	645137	73.7861795761072	0.14761736677708	645137	9	430	5645	0.0472412609943679	6843750	6393750	4056	0.0339434109110994	7080000	6280000	41
20211128 090338	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	376	TRUE	44	0.0226021839747821	0.361967453665759	134	236	480803	73.7861795761072	0.14761736677708	480803	10	821	3810	0.0318847129120534	6987500	6137500	4034	0.0337592997079327	7107500	6257500	41
20211128 090500	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	378821	68.6527226048312	0.157589892535776	378821	1	712	3608	0.0301942373193409	6890000	6290000	3608	0.0301942373193409	6890000	6290000	42
20211128 090547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	964333	68.6527226048312	0.157589892535776	964333	2	280	4586	0.0383788171692066	6967500	6367500	5134	0.0429648598662683	6782500	6482500	42
20211128 090632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	187049	68.6527226048312	0.157589892535776	187049	3	250	4353	0.03642891215385	6908750	5958750	4892	0.0409396366314345	6835000	6535000	42
20211128 090721	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	205151	68.6527226048312	0.157589892535776	205151	4	314	3933	0.0329140619115764	6883750	5933750	4693	0.039274267111881	6883750	6583750	42
20211128 090839	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	813697	68.6527226048312	0.157589892535776	813697	5	707	4697	0.0393077418760932	7378750	5828750	4339	0.0363117504791076	6976250	6326250	42
20211128 090910	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	344719	68.6527226048312	0.157589892535776	344719	6	128	5438	0.0455089419463902	6802500	6152500	4124	0.0345124819027056	7045000	6195000	42
20211128 090948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	127217	68.6527226048312	0.157589892535776	127217	7	216	5482	0.0458771643527236	6797500	5597500	4145	0.0346882244148193	7068750	6168750	42
20211128 091045	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	464371	68.6527226048312	0.157589892535776	464371	8	483	4145	0.0346882244148193	7068750	6068750	4100	0.0343116333174328	6975000	5975000	42
20211128 091140	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	645137	68.6527226048312	0.157589892535776	645137	9	413	4018	0.0336254006510842	7027500	5777500	3916	0.0327717941636749	6955000	5905000	42
20211128 091230	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	271	TRUE	13	0.0560941968455911	0.690702872852019	224	151	480803	68.6527226048312	0.157589892535776	480803	10	381	4704	0.0393663227134644	6770000	5870000	4012	0.033575188504766	6985000	5985000	42
20211128 091406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	378821	64.6007578406016	0.16337067112981	378821	1	1012	4524	0.0378599583239186	6945000	5695000	4524	0.0378599583239186	6945000	5695000	43
20211128 091521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	964333	64.6007578406016	0.16337067112981	964333	2	795	3821	0.0319767685136368	6673750	5673750	4370	0.0365711799017516	6837500	5987500	43
20211128 091647	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	187049	64.6007578406016	0.16337067112981	187049	3	820	4581	0.0383369737139414	6823750	6123750	4099	0.0343032646263798	6926250	6226250	43
20211128 091731	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	205151	64.6007578406016	0.16337067112981	205151	4	338	3375	0.0282443323039843	6531250	6031250	4545	0.0380357008360322	6818750	6068750	43
20211128 091827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	813697	64.6007578406016	0.16337067112981	813697	5	523	3913	0.0327466880905158	6708750	5708750	4882	0.0408559497209042	6797500	6097500	43
20211128 091911	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	344719	64.6007578406016	0.16337067112981	344719	6	339	4742	0.0396843329734796	6772500	6172500	4621	0.0386717213560627	6723750	6173750	43
20211128 092035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	127217	64.6007578406016	0.16337067112981	127217	7	903	5069	0.0424208949478212	7163750	6113750	4003	0.0334998702852887	6796250	6146250	43
20211128 092141	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	464371	64.6007578406016	0.16337067112981	464371	8	644	4325	0.0361945888043651	7043750	5893750	4375	0.0366130233570167	6831250	6131250	43
20211128 092300	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	645137	64.6007578406016	0.16337067112981	645137	9	808	4626	0.0387135648113279	6817500	6167500	4222	0.0353326136259028	6822500	6122500	43
20211128 092337	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	26	0.0532765284619277	0.732659352172757	335	105	480803	64.6007578406016	0.16337067112981	480803	10	242	5779	0.0483626655954742	6526250	6176250	4286	0.0358682098532968	6792500	6242500	43
20211128 092519	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	378821	63.6333502925459	0.133863950088149	378821	1	901	5428	0.0454252550358598	7065000	5815000	5428	0.0454252550358598	7065000	5815000	44
20211128 092702	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	964333	63.6333502925459	0.133863950088149	964333	2	1062	4301	0.0359937402190923	6723750	5923750	4320	0.0361527453491	6800000	6200000	44
20211128 092838	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	187049	63.6333502925459	0.133863950088149	187049	3	967	4830	0.0404207777861465	6862500	6312500	4203	0.0351736084958952	6796250	6096250	44
20211128 093019	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	205151	63.6333502925459	0.133863950088149	205151	4	1047	4444	0.037190463039676	7145000	6145000	4797	0.0401446109813964	6853750	6153750	44
20211128 093140	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	813697	63.6333502925459	0.133863950088149	813697	5	726	5013	0.0419522482488514	6933750	6183750	4937	0.0413162277288209	6828750	6228750	44
20211128 093329	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	344719	63.6333502925459	0.133863950088149	344719	6	1147	4160	0.0348137547806148	6950000	6100000	4746	0.0397178077376917	6867500	6167500	44
20211128 093438	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	127217	63.6333502925459	0.133863950088149	127217	7	579	4816	0.040303616111404	6880000	6330000	4816	0.040303616111404	6930000	6180000	44
20211128 093659	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	464371	63.6333502925459	0.133863950088149	464371	8	1626	4388	0.0367218163407061	6965000	6165000	4575	0.0382867615676232	6881250	6281250	44
20211128 093856	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	645137	63.6333502925459	0.133863950088149	645137	9	1251	4183	0.0350062346748345	7021250	6271250	4728	0.0395671712987372	6840000	6240000	44
20211128 094007	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	389	TRUE	43	0.0211279287247551	0.625361144323456	369	78	480803	63.6333502925459	0.133863950088149	480803	10	585	4556	0.0381277564376156	6905000	5955000	4974	0.0416258692977831	6882500	6332500	44
20211128 094151	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	378821	59.8901193060246	0.146613149177663	378821	1	1121	4419	0.0369812457633502	7026250	6076250	4419	0.0369812457633502	7026250	6076250	45
20211128 094254	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	964333	59.8901193060246	0.146613149177663	964333	2	596	4817	0.040311984802457	6878750	6278750	4134	0.0345961688132359	6882500	5982500	45
20211128 094427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	187049	59.8901193060246	0.146613149177663	187049	3	1106	5190	0.0434335065652381	6812500	6112500	4191	0.0350731842032588	6811250	5961250	45
20211128 094556	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	205151	59.8901193060246	0.146613149177663	205151	4	1041	4466	0.0373745742428427	7067500	6267500	4228	0.035382825772221	6865000	6065000	45
20211128 094700	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	813697	59.8901193060246	0.146613149177663	813697	5	621	5097	0.0426552182973061	6778750	6078750	5297	0.0443289565079126	6778750	6128750	45
20211128 094843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	344719	59.8901193060246	0.146613149177663	344719	6	1249	4504	0.0376925845028579	6970000	5920000	4186	0.0350313407479936	6767500	6067500	45
20211128 095022	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	127217	59.8901193060246	0.146613149177663	127217	7	1203	4696	0.0392993731850401	7030000	6230000	4919	0.0411655912898664	6851250	6051250	45
20211128 095203	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	464371	59.8901193060246	0.146613149177663	464371	8	1236	4780	0.0400023432334949	6975000	6075000	5138	0.0429983346304804	6877500	6027500	45
20211128 095331	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	645137	59.8901193060246	0.146613149177663	645137	9	944	4246	0.0355334622111756	7092500	6292500	4963	0.0415338136961998	6946250	6096250	45
20211128 095549	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	347	TRUE	46	0.0270729937366081	0.638685599576513	536	59	480803	59.8901193060246	0.146613149177663	480803	10	1617	3614	0.0302444494656591	6832500	6232500	4860	0.0406718385177374	6925000	6275000	45
20211128 095713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	378821	69.5694247881394	0.131200959068475	378821	1	530	4769	0.0399102876319115	6838750	6288750	4769	0.0399102876319115	6838750	6288750	46
20211128 095859	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	964333	69.5694247881394	0.131200959068475	964333	2	918	4000	0.0334747642121296	7050000	6150000	5173	0.0432912388173366	6833750	6083750	46
20211128 100040	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	187049	69.5694247881394	0.131200959068475	187049	3	783	4235	0.0354414066095922	7156250	6106250	4517	0.0378013774865473	6953750	6253750	46
20211128 100152	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	205151	69.5694247881394	0.131200959068475	205151	4	531	4994	0.0417932431188438	6957500	6207500	4964	0.0415421823872528	7045000	6145000	46
20211128 100308	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	813697	69.5694247881394	0.131200959068475	813697	5	580	4363	0.0365125990643803	6896250	6196250	4550	0.0380775442912974	6912500	6262500	46
20211128 100426	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	344719	69.5694247881394	0.131200959068475	344719	6	589	4170	0.0348974416911451	7137500	6187500	4193	0.0350899215853648	6958750	6308750	46
20211128 100545	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	127217	69.5694247881394	0.131200959068475	127217	7	600	4332	0.0362531696417363	7235000	6385000	4437	0.0371318822023047	7003750	6303750	46
20211128 100649	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	464371	69.5694247881394	0.131200959068475	464371	8	379	3812	0.0319014502941595	6885000	6035000	4705	0.0393746914045174	6968750	6218750	46
20211128 100756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	645137	69.5694247881394	0.131200959068475	645137	9	416	4243	0.0355083561380165	6796250	6096250	4140	0.0346463809595541	6925000	6325000	46
20211128 101015	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	352	TRUE	35	0.0262336830597127	0.89078688775172	204	138	480803	69.5694247881394	0.131200959068475	480803	10	1360	4315	0.0361109018938348	7256250	6156250	4767	0.0398935502498054	6941250	6241250	46
20211128 101145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	378821	57.2998203027318	0.171441143290844	378821	1	585	4512	0.0377595340312822	6810000	6360000	4512	0.0377595340312822	6810000	6360000	47
20211128 101310	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	964333	57.2998203027318	0.171441143290844	964333	2	674	3731	0.0312235863188639	6986250	5886250	3666	0.0306796214004168	6767500	5867500	47
20211128 101414	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	187049	57.2998203027318	0.171441143290844	187049	3	433	3672	0.030729833546735	6660000	5760000	3825	0.0320102432778489	6768750	5968750	47
20211128 101527	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	205151	57.2998203027318	0.171441143290844	205151	4	537	4401	0.0368306093243956	7148750	6098750	3765	0.031508121814667	6743750	5893750	47
20211128 101633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	813697	57.2998203027318	0.171441143290844	813697	5	454	5264	0.0440527897031625	6770000	6420000	4260	0.035650623885918	6675000	6125000	47
20211128 101730	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	344719	57.2998203027318	0.171441143290844	344719	6	341	4318	0.0361360079669939	7052500	5952500	4645	0.0388725699413355	6793750	6043750	47
20211128 101820	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	127217	57.2998203027318	0.171441143290844	127217	7	251	4936	0.0413078590377679	6780000	6330000	4820	0.0403370908756161	6825000	6175000	47
20211128 101917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	464371	57.2998203027318	0.171441143290844	464371	8	363	4929	0.0412492782003967	6738750	5988750	5410	0.0452746185969053	6787500	6087500	47
20211128 102039	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	645137	57.2998203027318	0.171441143290844	645137	9	635	3818	0.0319516624404777	6827500	5677500	5275	0.0441448453047459	6806250	6056250	47
20211128 102156	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	266	TRUE	33	0.0600728641264234	0.501573026842443	694	53	480803	57.2998203027318	0.171441143290844	480803	10	572	4598	0.038479241461843	6802500	6302500	5139	0.0430067033215335	6876250	6026250	47
20211128 102255	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	378821	51.5201834424869	0.135520035311562	378821	1	635	5500	0.0460278007916782	6575000	5625000	5500	0.0460278007916782	6575000	5625000	48
20211128 102401	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	964333	51.5201834424869	0.135520035311562	964333	2	951	4388	0.0367218163407061	6615000	5665000	4173	0.0349225477643042	6483750	5733750	48
20211128 102458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	187049	51.5201834424869	0.135520035311562	187049	3	767	4471	0.0374164176981078	6661250	5661250	4552	0.0380942816734035	6460000	5610000	48
20211128 102532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	205151	51.5201834424869	0.135520035311562	205151	4	318	4484	0.0375252106817973	6395000	5895000	4389	0.0367301850317592	6463750	5663750	48
20211128 102622	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	813697	51.5201834424869	0.135520035311562	813697	5	642	4047	0.0338680926916221	6541250	5691250	4566	0.0382114433481459	6442500	5642500	48
20211128 102710	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	344719	51.5201834424869	0.135520035311562	344719	6	610	4208	0.0352154519511603	6590000	5740000	4512	0.0377595340312822	6510000	5760000	48
20211128 102819	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	127217	51.5201834424869	0.135520035311562	127217	7	1003	4272	0.0357510481785544	6610000	5660000	4438	0.0371402508933578	6452500	5752500	48
20211128 102924	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	464371	51.5201834424869	0.135520035311562	464371	8	882	4303	0.0360104776011984	6921250	5721250	4215	0.0352740327885315	6481250	5781250	48
20211128 103013	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	645137	51.5201834424869	0.135520035311562	645137	9	604	3642	0.030478772815144	6697500	6197500	4982	0.0416928188262074	6472500	5822500	48
20211128 103113	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	281	TRUE	21	0.0489890268476584	0.621727699425491	1234	24	480803	51.5201834424869	0.135520035311562	480803	10	842	4188	0.0350480781300997	6615000	5465000	4992	0.0417765057367377	6460000	5910000	48
20211128 103208	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	378821	83.188626324214	0.168703594720928	378821	1	176	5058	0.0423288393462379	6477500	5627500	5058	0.0423288393462379	6477500	5627500	49
20211128 103249	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	964333	83.188626324214	0.168703594720928	964333	2	117	4823	0.0403621969487752	6671250	5521250	3341	0.0279597968081812	6473750	5623750	49
20211128 103351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	187049	83.188626324214	0.168703594720928	187049	3	304	4318	0.0361360079669939	6202500	5702500	4499	0.0376507410475927	6476250	5976250	49
20211128 103437	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	205151	83.188626324214	0.168703594720928	205151	4	161	3977	0.0332822843179098	6678750	5978750	3428	0.028687872929795	6615000	5865000	49
20211128 103539	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	813697	83.188626324214	0.168703594720928	813697	5	297	4527	0.0378850643970777	6441250	5741250	3505	0.0293322621408785	6568750	5768750	49
20211128 103629	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	344719	83.188626324214	0.168703594720928	344719	6	197	5320	0.0445214364021323	6400000	5300000	3543	0.0296502724008938	6571250	5921250	49
20211128 103747	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	127217	83.188626324214	0.168703594720928	127217	7	442	4962	0.0415254450051467	6397500	5547500	3527	0.0295163733440453	6541250	5791250	49
20211128 103837	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	464371	83.188626324214	0.168703594720928	464371	8	192	3726	0.0311817428635987	6492500	5642500	3557	0.0297674340756362	6603750	5803750	49
20211128 103941	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	645137	83.188626324214	0.168703594720928	645137	9	323	4495	0.0376172662833806	6931250	5931250	3629	0.0303699798314546	6563750	5813750	49
20211128 104022	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	270	TRUE	24	0.0563751881625213	0.186780029489432	52	696	480803	83.188626324214	0.168703594720928	480803	10	116	5436	0.0454922045642841	6605000	6005000	3768	0.0315332278878261	6540000	5790000	49
20211128 104145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	378821	73.9442162058433	0.167521254369785	378821	1	261	4808	0.0402366665829798	6840000	6390000	4808	0.0402366665829798	6840000	6390000	50
20211128 104304	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	964333	73.9442162058433	0.167521254369785	964333	2	307	5460	0.0456930531495569	6825000	6275000	5241	0.0438603098089428	6748750	6348750	50
20211128 104437	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	187049	73.9442162058433	0.167521254369785	187049	3	426	4513	0.0377679027223352	7008750	6258750	4644	0.0388642012502824	6795000	6195000	50
20211128 104544	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	205151	73.9442162058433	0.167521254369785	205151	4	217	5082	0.0425296879315106	6797500	6147500	4971	0.041600763224624	6836250	6536250	50
20211128 104709	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	813697	73.9442162058433	0.167521254369785	813697	5	352	4424	0.0370230892186153	6920000	5870000	4940	0.04134133380198	6825000	6325000	50
20211128 104857	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	344719	73.9442162058433	0.167521254369785	344719	6	525	5265	0.0440611583942156	6818750	5868750	4938	0.041324596419874	6877500	6277500	50
20211128 105032	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	127217	73.9442162058433	0.167521254369785	127217	7	417	4459	0.0373159934054714	7276250	5876250	4885	0.0408810557940633	6943750	6293750	50
20211128 105146	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	464371	73.9442162058433	0.167521254369785	464371	8	272	4489	0.0375670541370624	6938750	6288750	4889	0.0409145305582754	6938750	6288750	50
20211128 105326	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	645137	73.9442162058433	0.167521254369785	645137	9	463	4497	0.0376340036654867	6828750	6428750	4783	0.0400274493066539	7021250	6321250	50
20211128 105446	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	301	TRUE	42	0.0395038584346748	0.55502154954298	132	272	480803	73.9442162058433	0.167521254369785	480803	10	313	4320	0.0361527453491	6950000	6250000	4903	0.0410316922330178	6921250	6321250	50
20211128 105815	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	393	TRUE	56	0.0206260622898461	0.525625527624528	148	195	378821	72.7955397068011	0.134826869465768	378821	1	1269	4525	0.0378683270149716	7093750	6193750	4525	0.0378683270149716	7093750	6193750	51
