fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	num_iterations	early_stopping_rounds	force_row_wise	max_bin	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211128 041216	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	303	TRUE	77	0.0387745905368199	0.671563978213225	119	133	813697	74.9423901455943	0.0737301312169732	813697	5	622	5574	0.0466470839296026	6932500	6082500	3831	0.0320604554241671	6961250	6311250	22
20211128 041414	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	303	TRUE	77	0.0387745905368199	0.671563978213225	119	133	344719	74.9423901455943	0.0737301312169732	344719	6	1047	4584	0.0383620797871005	7120000	5870000	4808	0.0402366665829798	7040000	6240000	22
20211128 041515	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	303	TRUE	77	0.0387745905368199	0.671563978213225	119	133	127217	74.9423901455943	0.0737301312169732	127217	7	364	4014	0.033591925886872	6882500	6032500	4807	0.0402282978919267	7091250	6191250	22
20211128 041632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	303	TRUE	77	0.0387745905368199	0.671563978213225	119	133	464371	74.9423901455943	0.0737301312169732	464371	8	555	4260	0.035650623885918	7175000	6375000	4872	0.0407722628103738	7210000	6110000	22
20211128 041758	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	303	TRUE	77	0.0387745905368199	0.671563978213225	119	133	645137	74.9423901455943	0.0737301312169732	645137	9	660	5338	0.0446720728410869	7077500	6327500	4795	0.0401278735992903	7156250	6156250	22
20211128 041913	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	303	TRUE	77	0.0387745905368199	0.671563978213225	119	133	480803	74.9423901455943	0.0737301312169732	480803	10	534	5524	0.046228649376951	7095000	6245000	4874	0.0407890001924799	7107500	6207500	22
20211128 042025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	378821	74.6237910181773	0.165106055234956	378821	1	228	3999	0.0334663955210765	6801250	6301250	3999	0.0334663955210765	6801250	6301250	23
20211128 042117	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	964333	74.6237910181773	0.165106055234956	964333	2	158	4865	0.0407136819730026	6818750	6068750	4584	0.0383620797871005	6920000	6120000	23
20211128 042207	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	187049	74.6237910181773	0.165106055234956	187049	3	138	4223	0.0353409823169558	6621250	5921250	4900	0.0410065861598587	6875000	5975000	23
20211128 042253	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	205151	74.6237910181773	0.165106055234956	205151	4	108	4357	0.0364623869180621	6753750	6103750	4547	0.0380524382181383	6816250	6216250	23
20211128 042351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	813697	74.6237910181773	0.165106055234956	813697	5	204	4735	0.0396257521361084	6881250	5581250	4228	0.035382825772221	6765000	6165000	23
20211128 042508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	344719	74.6237910181773	0.165106055234956	344719	6	357	4768	0.0399019189408585	6690000	5740000	4725	0.0395420652255781	6793750	6143750	23
20211128 042552	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	127217	74.6237910181773	0.165106055234956	127217	7	92	5395	0.0451490882311098	6856250	6156250	4731	0.0395922773718963	6786250	6236250	23
20211128 042701	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	464371	74.6237910181773	0.165106055234956	464371	8	288	4673	0.0391068932908204	6558750	6208750	4691	0.039257529729775	6786250	6286250	23
20211128 042802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	645137	74.6237910181773	0.165106055234956	645137	9	231	5397	0.0451658256132158	6553750	5903750	4717	0.0394751156971538	6803750	6253750	23
20211128 042916	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	267	TRUE	26	0.059212144051639	0.548806759946416	123	288	480803	74.6237910181773	0.165106055234956	480803	10	324	5588	0.046764245604345	6665000	5915000	4610	0.0385796657544793	6837500	6437500	23
20211128 043022	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	378821	74.0143798920745	0.145229372660914	378821	1	383	5002	0.041860192647268	6797500	5547500	5002	0.041860192647268	6797500	5547500	24
20211128 043057	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	964333	74.0143798920745	0.145229372660914	964333	2	119	4314	0.0361025332027818	6557500	5607500	5186	0.043400031801026	6567500	6117500	24
20211128 043142	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	187049	74.0143798920745	0.145229372660914	187049	3	230	4475	0.03744989246232	6856250	6006250	4382	0.036671604194388	6672500	5972500	24
20211128 043218	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	205151	74.0143798920745	0.145229372660914	205151	4	125	4277	0.0357928916338196	6703750	6103750	4801	0.0401780857456085	6648750	6048750	24
20211128 043325	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	813697	74.0143798920745	0.145229372660914	813697	5	469	4393	0.0367636597959713	6708750	5808750	4776	0.0399688684692827	6730000	6130000	24
20211128 043404	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	344719	74.0143798920745	0.145229372660914	344719	6	139	5351	0.0447808658247763	6761250	6061250	4215	0.0352740327885315	6731250	5881250	24
20211128 043507	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	127217	74.0143798920745	0.145229372660914	127217	7	400	4154	0.0347635426342966	6907500	5507500	4639	0.0388223577950173	6701250	5951250	24
20211128 043557	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	464371	74.0143798920745	0.145229372660914	464371	8	264	4733	0.0396090147540023	6883750	5883750	4877	0.040814106265639	6803750	6003750	24
20211128 043649	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	645137	74.0143798920745	0.145229372660914	645137	9	274	3557	0.0297674340756362	6703750	5903750	4909	0.041081904379336	6763750	6063750	24
20211128 043728	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	292	TRUE	13	0.0434204125142414	0.966043535013705	131	238	480803	74.0143798920745	0.145229372660914	480803	10	153	5700	0.0477015390022847	6775000	6075000	5076	0.0424794757851924	6755000	6255000	24
20211128 043859	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	378821	73.5752607639809	0.145826056659278	378821	1	261	4400	0.0368222406333425	6800000	6200000	4400	0.0368222406333425	6800000	6200000	25
20211128 044119	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	964333	73.5752607639809	0.145826056659278	964333	2	714	4030	0.0337258249437206	6962500	6162500	4084	0.0341777342605843	6895000	6145000	25
20211128 044340	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	187049	73.5752607639809	0.145826056659278	187049	3	701	4777	0.0399772371603358	6978750	6078750	4580	0.0383286050228884	6975000	5975000	25
20211128 044458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	205151	73.5752607639809	0.145826056659278	205151	4	253	5159	0.0431740771425941	6951250	6301250	4497	0.0376340036654867	7028750	6128750	25
20211128 044707	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	813697	73.5752607639809	0.145826056659278	813697	5	603	4609	0.0385712970634263	7288750	5988750	4484	0.0375252106817973	7045000	6145000	25
20211128 045002	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	344719	73.5752607639809	0.145826056659278	344719	6	931	5076	0.0424794757851924	6955000	5805000	4824	0.0403705656398283	7020000	5970000	25
20211128 045130	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	127217	73.5752607639809	0.145826056659278	127217	7	291	4166	0.034863966926933	6892500	6092500	4659	0.0389897316160779	6976250	5926250	25
20211128 045315	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	464371	73.5752607639809	0.145826056659278	464371	8	427	3755	0.0314244349041366	7156250	5806250	4651	0.0389227820876537	6986250	5986250	25
20211128 045448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	645137	73.5752607639809	0.145826056659278	645137	9	354	5837	0.0488480496765501	6703750	6303750	4725	0.0395420652255781	6943750	6043750	25
20211128 045613	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	330	TRUE	109	0.0307677926531786	0.502733907046657	137	228	480803	73.5752607639809	0.145826056659278	480803	10	298	4905	0.0410484296151239	6918750	6568750	4331	0.0362448009506833	6936250	6086250	25
20211128 045743	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	378821	73.6432233068603	0.227471540340671	378821	1	300	4946	0.0413915459482982	6867500	5817500	4946	0.0413915459482982	6867500	5817500	26
20211128 045849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	964333	73.6432233068603	0.227471540340671	964333	2	230	4057	0.0339517796021524	6878750	5828750	5372	0.04495660833689	6785000	5685000	26
20211128 045948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	187049	73.6432233068603	0.227471540340671	187049	3	170	4130	0.0345626940490238	7037500	5737500	4958	0.0414919702409346	7052500	5752500	26
20211128 050111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	205151	73.6432233068603	0.227471540340671	205151	4	348	3476	0.0290895701003406	7055000	6005000	4052	0.0339099361468873	6935000	5785000	26
20211128 050253	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	813697	73.6432233068603	0.227471540340671	813697	5	501	5000	0.041843455265162	6800000	5650000	4200	0.0351485024227361	6900000	5850000	26
20211128 050416	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	344719	73.6432233068603	0.227471540340671	344719	6	357	4196	0.0351150276585239	6905000	5755000	4117	0.0344539010653344	6953750	5803750	26
20211128 050529	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	127217	73.6432233068603	0.227471540340671	127217	7	265	4570	0.038244918112358	6887500	5837500	4118	0.0344622697563874	6952500	5902500	26
20211128 050633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	464371	73.6432233068603	0.227471540340671	464371	8	203	4639	0.0388223577950173	6901250	6051250	4215	0.0352740327885315	6981250	5881250	26
20211128 050742	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	645137	73.6432233068603	0.227471540340671	645137	9	243	3926	0.0328554810742052	6692500	5842500	4225	0.0353577196990619	6918750	5968750	26
20211128 050842	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	283	TRUE	46	0.0479227881150139	0.682989172810985	136	359	480803	73.6432233068603	0.227471540340671	480803	10	181	4861	0.0406802072087905	7073750	5773750	4218	0.0352991388616906	6977500	5977500	26
20211128 051021	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	378821	75.1823251613264	0.12297131310316	378821	1	453	4740	0.0396675955913736	6875000	5775000	4740	0.0396675955913736	6875000	5775000	27
20211128 051134	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	964333	75.1823251613264	0.12297131310316	964333	2	307	4005	0.0335166076673947	6543750	5943750	4787	0.0400609240708661	6616250	5916250	27
20211128 051307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	187049	75.1823251613264	0.12297131310316	187049	3	494	3904	0.0326713698710385	6870000	6220000	4533	0.0379352765433958	6733750	5983750	27
20211128 051410	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	205151	75.1823251613264	0.12297131310316	205151	4	235	4822	0.0403538282577222	6872500	5772500	4403	0.0368473467065016	6846250	5896250	27
20211128 051513	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	813697	75.1823251613264	0.12297131310316	813697	5	243	5631	0.0471240993196254	6811250	5711250	4545	0.0380357008360322	6868750	5968750	27
20211128 051623	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	344719	75.1823251613264	0.12297131310316	344719	6	301	5123	0.042872804264685	6746250	6096250	4505	0.0377009531939109	6818750	6068750	27
20211128 051756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	127217	75.1823251613264	0.12297131310316	127217	7	418	4616	0.0386298779007975	7030000	6230000	4681	0.0391738428192446	6898750	5948750	27
20211128 051905	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	464371	75.1823251613264	0.12297131310316	464371	8	294	4914	0.0411237478346012	7107500	6257500	4723	0.039525327843472	6896250	5996250	27
20211128 052033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	645137	75.1823251613264	0.12297131310316	645137	9	463	5539	0.0463541797427464	7076250	6076250	4576	0.0382951302586762	7030000	6130000	27
20211128 052146	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	314	TRUE	21	0.0350207168488995	0.536780226977247	116	227	480803	75.1823251613264	0.12297131310316	480803	10	329	4959	0.0415003389319876	6901250	6051250	4543	0.0380189634539262	7021250	6221250	27
20211128 052329	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	378821	74.0119610751583	0.153860881362418	378821	1	478	5526	0.046245386759057	6892500	5642500	5526	0.046245386759057	6892500	5642500	28
20211128 052456	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	964333	74.0119610751583	0.153860881362418	964333	2	441	4365	0.0365293364464864	7093750	5793750	4191	0.0350731842032588	7011250	5661250	28
20211128 052559	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	187049	74.0119610751583	0.153860881362418	187049	3	242	4680	0.0391654741281916	7300000	5850000	4311	0.0360774271296227	7161250	5711250	28
20211128 052658	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	205151	74.0119610751583	0.153860881362418	205151	4	204	5646	0.0472496296854209	6892500	6092500	4444	0.037190463039676	7095000	5845000	28
20211128 052809	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	813697	74.0119610751583	0.153860881362418	813697	5	307	5103	0.0427054304436243	7021250	5971250	4397	0.0367971345601834	7103750	5953750	28
20211128 052939	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	344719	74.0119610751583	0.153860881362418	344719	6	465	4131	0.0345710627400768	6986250	5536250	5062	0.04236231411045	7072500	6022500	28
20211128 053043	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	127217	74.0119610751583	0.153860881362418	127217	7	250	5321	0.0445298050931854	6748750	5798750	4721	0.0395085904613659	7098750	5748750	28
20211128 053153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	464371	74.0119610751583	0.153860881362418	464371	8	293	4784	0.040035817997707	6870000	6270000	4822	0.0403538282577222	7122500	5922500	28
20211128 053258	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	645137	74.0119610751583	0.153860881362418	645137	9	252	4666	0.0390483124534492	7217500	6017500	4803	0.0401948231277146	7246250	6146250	28
20211128 053351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	275	TRUE	49	0.0528714817929298	0.489417446528809	131	252	480803	74.0119610751583	0.153860881362418	480803	10	160	5183	0.0433749257278669	6821250	6171250	4746	0.0397178077376917	7117500	6167500	28
20211128 053448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	378821	74.3318688651389	0.0842502026018962	378821	1	294	4645	0.0388725699413355	6893750	5893750	4645	0.0388725699413355	6893750	5893750	29
20211128 053653	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	964333	74.3318688651389	0.0842502026018962	964333	2	1416	4990	0.0417597683546317	7012500	5762500	4118	0.0344622697563874	6802500	5652500	29
20211128 053806	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	187049	74.3318688651389	0.0842502026018962	187049	3	678	5268	0.0440862644673747	6715000	6165000	5164	0.0432159205978593	6745000	6195000	29
20211128 053902	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	205151	74.3318688651389	0.0842502026018962	205151	4	382	4444	0.037190463039676	6745000	6045000	4152	0.0347468052521905	6710000	6010000	29
20211128 053957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	813697	74.3318688651389	0.0842502026018962	813697	5	391	5922	0.0495593884160578	6897500	5997500	4078	0.0341275221142661	6752500	5802500	29
20211128 054046	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	344719	74.3318688651389	0.0842502026018962	344719	6	316	3901	0.0326462637978794	6923750	5573750	4301	0.0359937402190923	6723750	6023750	29
20211128 054138	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	127217	74.3318688651389	0.0842502026018962	127217	7	354	4402	0.0368389780154486	6897500	5997500	4495	0.0376172662833806	6781250	5881250	29
20211128 054236	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	464371	74.3318688651389	0.0842502026018962	464371	8	462	4744	0.0397010703555857	6820000	5920000	4396	0.0367887658691304	6805000	5905000	29
20211128 054335	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	645137	74.3318688651389	0.0842502026018962	645137	9	470	3821	0.0319767685136368	6923750	5773750	4443	0.0371820943486229	6796250	5946250	29
20211128 054437	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	370	TRUE	12	0.0233941178213888	0.846810337649875	127	142	480803	74.3318688651389	0.0842502026018962	480803	10	515	4440	0.0371569882754638	6850000	6200000	4463	0.0373494681696836	6721250	6021250	29
20211128 054714	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	378821	78.3323241472848	0.124663934581955	378821	1	793	4987	0.0417346622814726	7066250	6066250	4987	0.0417346622814726	7066250	6066250	30
20211128 054930	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	964333	78.3323241472848	0.124663934581955	964333	2	704	3872	0.0324035717573414	6910000	5710000	4296	0.0359518967638272	7030000	5830000	30
20211128 055133	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	187049	78.3323241472848	0.124663934581955	187049	3	604	4509	0.0377344279581231	6813750	6063750	4153	0.0347551739432435	6958750	5808750	30
20211128 055349	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	205151	78.3323241472848	0.124663934581955	205151	4	702	5293	0.0442954817437005	6783750	5933750	4528	0.0378934330881307	6940000	6040000	30
20211128 055532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	813697	78.3323241472848	0.124663934581955	813697	5	432	5372	0.04495660833689	7085000	5985000	5551	0.0464546040353828	6911250	5961250	30
20211128 055720	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	344719	78.3323241472848	0.124663934581955	344719	6	467	5088	0.0425799000778288	6890000	6290000	4861	0.0406802072087905	6923750	6073750	30
20211128 060002	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	127217	78.3323241472848	0.124663934581955	127217	7	900	4384	0.036688341576494	6820000	5620000	4879	0.0408308436477451	6901250	5901250	30
20211128 060214	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	464371	78.3323241472848	0.124663934581955	464371	8	675	4915	0.0411321165256542	6856250	6206250	5508	0.0460947503201024	6865000	5915000	30
20211128 060402	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	645137	78.3323241472848	0.124663934581955	645137	9	484	5229	0.0437598855163064	6713750	5663750	5248	0.043918890646314	6890000	6090000	30
20211128 060614	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	346	TRUE	56	0.027340493900805	0.874178827099693	85	315	480803	78.3323241472848	0.124663934581955	480803	10	675	5122	0.0428644355736319	6997500	5947500	5486	0.0459106391169357	6892500	6042500	30
20211128 060659	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	378821	74.9149544558255	0.15862715780183	378821	1	114	3974	0.0332571782447507	6832500	5382500	3974	0.0332571782447507	6832500	5382500	31
20211128 060736	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	964333	74.9149544558255	0.15862715780183	964333	2	142	5003	0.0418685613383211	6596250	5896250	4038	0.0337927744721448	6702500	5902500	31
20211128 060816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	187049	74.9149544558255	0.15862715780183	187049	3	177	3371	0.0282108575397722	6536250	5586250	3877	0.0324454152126066	6903750	6003750	31
20211128 060916	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	205151	74.9149544558255	0.15862715780183	205151	4	390	5067	0.0424041575657151	6466250	5516250	3864	0.0323366222289172	6720000	5820000	31
20211128 060952	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	813697	74.9149544558255	0.15862715780183	813697	5	130	4312	0.0360857958206757	7060000	5510000	4215	0.0352740327885315	6881250	5831250	31
20211128 061048	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	344719	74.9149544558255	0.15862715780183	344719	6	323	4905	0.0410484296151239	6768750	5918750	4524	0.0378599583239186	6895000	6045000	31
20211128 061131	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	127217	74.9149544558255	0.15862715780183	127217	7	162	4487	0.0375503167549564	6691250	5741250	4660	0.038998100307131	6875000	6075000	31
20211128 061213	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	464371	74.9149544558255	0.15862715780183	464371	8	137	3610	0.0302109747014469	6487500	5587500	3943	0.0329977488221067	6921250	5971250	31
20211128 061259	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	645137	74.9149544558255	0.15862715780183	645137	9	189	4533	0.0379352765433958	7233750	5683750	3834	0.0320855614973262	7007500	6007500	31
20211128 061334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	252	TRUE	17	0.0765682090769938	0.65895992595466	120	284	480803	74.9149544558255	0.15862715780183	480803	10	120	4671	0.0390901559087143	6661250	6061250	3732	0.0312319550099169	6935000	5885000	31
20211128 061457	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	9999	272	TRUE	25	0.0549933833494378	0.648913343316886	123	229	378821	74.618288974013	0.131259222774273	378821	1	579	4120	0.0344790071384935	6650000	5600000	4120	0.0344790071384935	6650000	5600000	32
