fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211112 003445	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	72	TRUE	0.0886603444512002	0.485235737566836	5909	439	0.0411781443264459	1	5500000
20211112 003509	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.0780185839103069	0.77727552842407	2447	715	0.0382909459131497	2	5731250
20211112 003547	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	204	TRUE	0.0504617734404746	0.283917241582822	3247	449	0.041471048513302	3	5856250
20211112 003638	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	200	TRUE	0.045191002395004	0.761161693291797	1156	871	0.0425840844233553	4	6440000
20211112 003727	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	286	TRUE	0.0406185521616135	0.351083260431187	7654	520	0.040424962131673	5	5412500
20211112 003757	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	199	TRUE	0.0665184754284564	0.181224121034029	4923	145	0.0395211434979455	6	5697500
20211112 003823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	151	TRUE	0.0554941302177031	0.656674082632526	6216	610	0.0425840844233553	7	5690000
20211112 003852	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0931164287065622	0.562658863888646	1546	805	0.0333199434276485	8	5723750
20211112 003913	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0844477517146152	0.216449332002958	4322	1020	0.0399312093595441	9	5436250
20211112 003950	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	234	TRUE	0.0294015157374088	0.937178288430732	6549	263	0.0397973103026956	10	5306250
20211112 004056	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	302	TRUE	0.0354714437422808	0.429761074323324	1762	284	0.0327257663628832	11	6012500
20211112 004159	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	281	TRUE	0.0230933698697481	0.530432034250407	3889	949	0.038349526750521	12	5272500
20211112 004229	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	156	TRUE	0.0950233233941253	0.705451983606326	2831	201	0.0331442009155348	13	6050000
20211112 004250	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.073228161779698	0.994425079849316	5078	756	0.0405588611885215	14	5192500
20211112 004403	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	297	TRUE	0.0325602310569957	0.882908500102349	411	359	0.0366674198488614	15	6473750
20211112 004432	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	249	TRUE	0.0639176308142487	0.114336832710251	7416	644	0.0352363736787929	16	5287500
20211112 004618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	272	TRUE	0.042056449834943	0.908407904829838	432	631	0.0353284292803763	17	6173750
20211112 004740	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0322022353585966	0.830130659092334	781	789	0.0299640983153825	18	5775000
20211112 004811	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	119	TRUE	0.032976075428259	0.874972856123218	344	186	0.0428769886102115	19	5796250
20211112 004854	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	131	TRUE	0.0393696937081306	0.883424305843186	1015	538	0.0354204848819596	20	5660000
20211112 004941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	316	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0377888244499678	21	5606250
20211112 005005	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0339224891834668	22	5083750
20211112 005048	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	197	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.0377553496857557	23	5211250
20211112 005119	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	132	TRUE	0.062278566761408	0.423446070845309	5296	627	0.0413706242206656	24	5421250
20211112 005157	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	236	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.0345417723213912	25	5091250
20211112 005236	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	213	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0312779828107086	26	6078750
