Feature	Gain	Cover	Frequency
ctrx_quarter	0.0970329315500127	0.0147103077543943	0.00357375794393027
Visa_status	0.0876546420801954	0.00883067530884387	0.000743859119551097
mcaja_ahorro	0.0345996553833626	0.00492293926780617	0.00371929559775549
mtarjeta_visa_consumo	0.0230828295939498	0.00555585278956877	0.00411817657490608
mcuentas_saldo	0.0217513593931184	0.0101148966405581	0.00567057821570836
mcuenta_corriente_lag2	0.0197182954499692	0.00250292682092638	0.0021722842404282
foto_mes	0.0181218814041614	0.00513785322920306	0.00360070936130531
Visa_mpagominimo	0.0151020194257275	0.00493554750455472	0.0034551717074801
mcaja_ahorro_lag1	0.0143783895233907	0.0034332957988526	0.00377319843250557
ctarjeta_visa_transacciones	0.0104778758294962	0.00745564168936729	0.00340126887273002
Visa_Finiciomora	0.0103538231574395	0.00588629293780615	0.000905567623801336
ctarjeta_visa	0.00995974441064099	0.00168703431412503	0.000700736851751034
mdescubierto_preacordado	0.0096390032975872	0.00848413933547314	0.000862445356001272
mpayroll	0.00923731943476901	0.00820417126836849	0.00123437491577682
cpayroll_trx	0.00789105726984444	0.00512842655187607	0.000398880977150588
Visa_msaldopesos	0.00767715603921003	0.00436652764619234	0.00321260895110474
mprestamos_personales	0.00603052298281963	0.0093944585130304	0.00154162107385227
cprestamos_personales	0.00576288353024514	0.00402257936018108	0.000964860742026423
Visa_mpagospesos	0.0045350443710136	0.0020877028378252	0.00330963405365488
Visa_delinquency	0.00441320130592417	0.00138766542878857	0.000539028347500795
mcuenta_corriente	0.00437345024801965	0.00361598371798108	0.00326651178585482
Visa_Finiciomora_lag1	0.00367180323581013	0.00337843277529755	0.000512076930125755
mprestamos_personales_lag6	0.00331807198371651	0.00211035772873524	0.00129366803400191
mcaja_ahorro_lag3	0.00321886261656501	0.00216355009289677	0.00294848506082935
ctrx_quarter_lag6	0.00321104366097076	0.00322457087844265	0.00338509802230499
Visa_msaldototal	0.00315889921915492	0.0029369321058265	0.0031155838485546
mprestamos_personales_lag3	0.00314820551392235	0.00224847844783211	0.000803152237776185
mactivos_margen	0.00314095301330802	0.00401213975322869	0.00364922191258038
Visa_mconsumosdolares	0.00308977494972709	0.00158753309660708	0.00146076682172715
cpayroll_trx_lag1	0.00308019983180877	0.00200927765590871	0.000436612961475644
ccaja_ahorro	0.00275974677888412	0.00361157463573454	0.000776200820401145
cproductos	0.00271903540245209	0.00551794424018635	0.00178418383022763
ctarjeta_visa_transacciones_lag6	0.00266662941405055	0.00116757604663257	0.00175723241285259
mpasivos_margen	0.00265682078864989	0.00272007920900648	0.00364922191258038
mcomisiones_mantenimiento_lag6	0.00261644910531246	0.00279379996103101	0.00189198949972779
mcomisiones	0.002605940859841	0.00164360591752437	0.00278677655657911
mactivos_margen_lag1	0.00242760173502138	0.00250558646906056	0.00286763080870423
mcaja_ahorro_lag6	0.00240592646364764	0.00429471585744485	0.00372468588123049
numero_de_cliente	0.00239939010415727	0.00457138500875255	0.00402654175583094
mautoservicio	0.00238891232359528	0.00351210228539877	0.00239328586290353
mcuentas_saldo_lag3	0.0023449924492429	0.00232589737594683	0.00329346320322986
mcuenta_corriente_lag6	0.00232473482067745	0.00293669481482658	0.00288919194260426
mcuentas_saldo_lag6	0.00232315195019984	0.00241970328718548	0.00285145995827921
mcomisiones_mantenimiento	0.00228058738551695	0.00504217666010297	0.00174645184590258
cliente_edad	0.00227293088173891	0.00279878970181287	0.00348212312485514
mrentabilidad	0.00225856298288586	0.00163864743801317	0.0032557312189048
mcuenta_corriente_lag3	0.00218015321444275	0.00288865788999342	0.00265740975317892
chomebanking_transacciones_lag6	0.00216912121112383	0.00202035045322237	0.00301316846252944
mcuentas_saldo_lag1	0.00215924038198556	0.00255800089258847	0.00342822029010506
mrentabilidad_annual	0.00210552380688178	0.00204764458115361	0.00313714498245463
mpayroll_lag3	0.00206815489789582	0.00145382454444766	0.000943299608126391
cmobile_app_trx_lag6	0.00206345021535232	0.00243353020704772	0.00187042836582776
mcaja_ahorro_lag2	0.00202574884168136	0.00243190029319842	0.00284067939132919
mcomisiones_otras	0.00201657005920961	0.00164142890841856	0.00314792554940464
mrentabilidad_annual_lag6	0.00199988446091851	0.00253492045245214	0.00340126887273002
mrentabilidad_annual_lag2	0.00197480839940798	0.00167495047483265	0.00329885348670487
mcuentas_saldo_lag2	0.00196776364444572	0.00149008596095982	0.00263584861927889
mrentabilidad_annual_lag1	0.00194117536156925	0.00193027273626016	0.00333119518755491
Visa_mpagominimo_lag1	0.00193121213966213	0.00195896735990865	0.00256577493410379
Master_mfinanciacion_limite	0.00193031790770289	0.00231159638052653	0.00205908828745304
Master_Finiciomora	0.0019245522038533	0.00425635809419238	0.000463564378850684
mrentabilidad_annual_lag3	0.00192445637217302	0.00173651805107938	0.00299699761210442
Visa_cconsumos_lag6	0.00190077825334107	0.00193542315721077	0.0023016510438284
ctrx_quarter_lag3	0.00187774316739368	0.00258361308128626	0.00338509802230499
mactivos_margen_lag2	0.00187370722189923	0.00299454206966472	0.0029161433599793
ctrx_quarter_lag2	0.00187097380179602	0.00241363929128115	0.00303472959642948
mcuenta_corriente_lag1	0.00184020982196879	0.00165804061357792	0.00251726238282871
cliente_edad_lag6	0.00183781075530401	0.0029869799268575	0.0028460696748042
mpasivos_margen_lag6	0.00181538716373437	0.00214827884708214	0.00333658547102992
mcomisiones_otras_lag6	0.00179768364430912	0.000982465494128856	0.00247414011502865
chomebanking_transacciones	0.00173636307727	0.00279978458369439	0.00274904457225406
mpayroll_lag2	0.00173321377464293	0.00192224185855379	0.0010834469784766
Visa_Fvencimiento_lag6	0.00170586984467719	0.00170522952464943	0.00300777817905444
cliente_antiguedad_lag6	0.00169494176453662	0.00247934500341536	0.00297004619472938
mes	0.00168996357704827	0.00181422159948155	0.00205369800397803
ctrx_quarter_lag1	0.00168062922407011	0.00261405764548889	0.00341743972315504
Visa_mpagospesos_lag6	0.00166605360862718	0.00140386963246552	0.00259811663495383
Visa_Fvencimiento	0.00166311124853667	0.00114632874162488	0.00263584861927889
Visa_fechaalta	0.00165619163410054	0.0017614618747314	0.00248492068197867
Visa_fechaalta_lag6	0.00161906137819459	0.00149300720929998	0.00229087047687838
cliente_edad_lag3	0.00161340559829917	0.00270114063401085	0.00275443485572906
Visa_Fvencimiento_lag1	0.00161084663132107	0.00230261900914992	0.00295387534430436
mttarjeta_visa_debitos_automaticos_lag6	0.00160889206364748	0.00132233784451279	0.00205908828745304
mrentabilidad_lag1	0.00160412184440318	0.00144704310468384	0.00254960408367876
Visa_fultimo_cierre	0.00158086890099638	0.00350975373064574	0.00186503808235275
Visa_mpagospesos_lag1	0.00157115698386013	0.0019570792988656	0.00233399274467844
mrentabilidad_lag6	0.00156261725954977	0.00157168685519717	0.0025765555010538
mactivos_margen_lag3	0.00155437834162025	0.00249239306184072	0.00268975145402897
mprestamos_personales_lag2	0.00154423203480994	0.00151738506122866	0.000959470458551415
mrentabilidad_lag3	0.00154166732117437	0.00141886574226627	0.00289997250955428
Visa_Fvencimiento_lag3	0.00151573998638157	0.00156350855688899	0.00254421380020375
mactivos_margen_lag6	0.0015084371270847	0.00205848022558783	0.00293231421040433
cliente_edad_lag2	0.00148814812581857	0.00221300316710258	0.00243101784722859
canarito36	0.00147877713301312	0.00141633035653194	0.00303472959642948
canarito132	0.00147155816133152	0.00141322600646367	0.00295926562777936
