fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211105 225950	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	394	TRUE	0.0485679609421641	0.812200082595518	6848	557	0.0319391094038981	1	5480000
20211105 230010	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	165	TRUE	0.0694525726698339	0.401175229586079	3844	906	0.0268593139347075	2	5438750
20211105 230058	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	717	TRUE	0.0280438727512956	0.160725437295332	6456	657	0.0289514866979656	3	4926250
20211105 230126	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	232	TRUE	0.0426151562482119	0.566880352397857	4333	491	0.0271856928857757	4	5140000
20211105 230143	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	139	TRUE	0.0769388209364843	0.349702172529942	3299	713	0.0397136233921652	5	5768750
20211105 230202	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	163	TRUE	0.0868696545087732	0.312519602611428	2060	213	0.0341066003866335	6	5456250
20211105 230225	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0846899416751694	0.95427214524243	2866	601	0.0276292335115865	7	5323750
20211105 230250	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	271	TRUE	0.0730772462580353	0.630408691486809	5420	413	0.0341568125329517	8	5698750
20211105 230313	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	232	TRUE	0.0985639136622194	0.243620223802282	2260	1020	0.0379059861247102	9	5738750
20211105 230358	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	457	TRUE	0.0344197078992147	0.534330553532345	5829	795	0.0281229862837154	10	5350000
20211105 230433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	284	TRUE	0.0513272671634331	0.69484128067561	1470	749	0.0251102575046237	11	5500000
20211105 230502	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	242	TRUE	0.0368544003763236	0.489423041073314	1028	130	0.021821361920782	12	4741250
20211105 230514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.0904848694708198	0.873797504692629	348	249	0.0286502138200564	13	5321250
20211105 230607	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	712	TRUE	0.0225729210360441	0.723101025544747	7367	292	0.0280895115195032	14	5205000
20211105 230625	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	201	TRUE	0.0644040121824946	0.909390308032744	7800	946	0.0302988459575038	15	5075000
20211105 230653	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	376	TRUE	0.0586509651492815	0.136960567996721	4809	353	0.0272107989589348	16	5136250
20211105 230710	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.090300737416051	0.327511182896388	3492	736	0.032683922907618	17	5368750
20211105 230734	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	223	TRUE	0.0759663516184478	0.443688429673277	4050	493	0.0318554224933678	18	5542500
20211105 230754	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	171	TRUE	0.0771882432015345	0.348982761484876	2742	863	0.0222314277823806	19	4930000
20211105 230828	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	395	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0292192848116626	20	5236250
20211105 230853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	257	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.022591281497661	21	4876250
20211105 230918	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	285	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.0296293506732612	22	5275000
20211105 230948	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	232	TRUE	0.062278566761408	0.423446070845309	5296	627	0.0309097604043752	23	5333750
20211105 231022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	413	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.0299557296243295	24	5426250
20211105 231045	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	214	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0296126132911551	25	4927500
20211105 231101	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0722323446390033	0.951347630601563	2650	667	0.0289431180069125	26	5227500
20211105 231129	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	257	TRUE	0.0476338022232428	0.572736529607885	6004	663	0.0289933301532307	27	5220000
20211105 231152	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.0551776551933028	0.327766494586272	6499	587	0.0306252249085721	28	5226250
20211105 231212	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	189	TRUE	0.0798047164328769	0.393344031555881	5062	686	0.0238716912287749	29	4885000
