fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211107 185106	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	391	TRUE	0.0842779121198692	0.812200082595518	3705	199	0.037847405287339	1	5397500
20211107 185117	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	91	TRUE	0.131268288507126	0.401175229586079	2934	275	0.0346505653050806	2	4925000
20211107 185141	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	403	TRUE	0.038098713690415	0.160725437295332	3604	221	0.041462679822249	3	5007500
20211107 185158	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	201	TRUE	0.0708841015584767	0.566880352397857	3060	185	0.0286669512021625	4	4568750
20211107 185206	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	61	TRUE	0.14811234710709	0.349702172529942	2795	233	0.0363577782798992	5	5020000
20211107 185217	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	121	TRUE	0.17045672264474	0.312519602611428	2477	124	0.033964332638732	6	5127500
20211107 185229	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	126	TRUE	0.165552368769131	0.95427214524243	2684	208	0.0275957587473743	7	4928750
20211107 185242	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	138	TRUE	0.139423804080579	0.630408691486809	3339	168	0.0310101846970115	8	4868750
20211107 185248	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	40	TRUE	0.196768805739994	0.243620223802282	2528	299	0.0450277422108408	9	4875000
20211107 185308	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	221	TRUE	0.0524443427732331	0.534330553532345	3443	251	0.0354623283372248	10	5103750
20211107 185327	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	236	TRUE	0.0904863511177246	0.69484128067561	2325	241	0.0404919116600972	11	5452500
20211107 185340	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	119	TRUE	0.0579224008467281	0.489423041073314	2212	106	0.0439900245202648	12	5230000
20211107 185349	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	85	TRUE	0.178590956309345	0.873797504692629	2037	132	0.0339601482932055	13	5627500
20211107 185415	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	353	TRUE	0.0257890723310993	0.723101025544747	3838	141	0.0367929502146569	14	5105000
20211107 185426	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.119909027410613	0.909390308032744	3949	283	0.0324830743223452	15	5348750
20211107 185447	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	357	TRUE	0.106964671585883	0.136960567996721	3182	155	0.0320144276233754	16	5168750
20211107 185458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	100	TRUE	0.141299440993626	0.796901294928651	2081	185	0.0275539152921092	17	5185000
20211107 185508	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	67	TRUE	0.143870065510651	0.872224688615906	2811	167	0.045588444511394	18	5591250
20211107 185523	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	175	TRUE	0.146838073073347	0.862231762510623	2236	135	0.0424501853665068	19	5410000
20211107 185532	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	68	TRUE	0.179445143640572	0.879715840465391	2320	156	0.0404500682048321	20	5608750
20211107 185546	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	158	TRUE	0.169565802577977	0.87654890100214	2760	109	0.0376130819378541	21	5632500
20211107 185605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	218	TRUE	0.0665673425448126	0.876677652471623	2393	126	0.0319725841681103	22	5225000
20211107 185615	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.180208330177595	0.873918398343726	2840	145	0.0373703898973162	23	5318750
20211107 185626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.0465140887849405	0.969354339546012	3325	100	0.0323993874118149	24	4711250
20211107 185639	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	147	TRUE	0.134158223195181	0.871868978650331	2769	129	0.0341149690776866	25	5755000
