Feature	Gain	Cover	Frequency
Visa_status	0.0874968928947783	0.00506735189564337	0.00115435740770971
mcaja_ahorro	0.082050775064806	0.0102015635809715	0.0069144842704228
ctrx_quarter	0.055083614527019	0.00911329247290886	0.00598167020358667
mtarjeta_visa_consumo	0.0258888562269454	0.0047753087880895	0.00290921387094517
ctarjeta_visa_transacciones	0.0253521449913451	0.0084430225264576	0.0043842261141298
mcuentas_saldo	0.023675610520622	0.0158819354249346	0.00737506121592314
Visa_mfinanciacion_limite	0.0209083975241103	0.00709864343984802	0.00780648772183485
mcuenta_corriente_delta6	0.0188546090121039	0.00560681196742934	0.00641309670949838
cpayroll_trx	0.0161822842734889	0.00998020273996519	0.00103192556143747
Visa_msaldopesos	0.0161742304111838	0.00606444750904604	0.00488561367505422
Visa_Finiciomora	0.0147369050067191	0.0120380026142638	0.00190060866117861
mprestamos_personales	0.0138334833123244	0.011659037028803	0.00369044565192043
Visa_mpagospesos	0.0131463957187702	0.00570116025421695	0.00635479583032112
mdescubierto_preacordado_delta6	0.0127937827815163	0.00384293401979901	0.000921153891000676
cmobile_app_trx_lag6	0.0122796542646621	0.00736600850888405	0.00452414822415522
mpayroll	0.0116510317865771	0.00978603740496298	0.00246612718919801
Visa_mconsumospesos	0.0111897885682534	0.0043167426619487	0.00551526317016861
mcuenta_corriente	0.00976454890340227	0.00839228978483425	0.00776567710641077
mpayroll_delta6	0.009149919466651	0.0077041942859063	0.00324735897017327
mprestamos_personales_lag6	0.0088640994698817	0.00372745913125947	0.00310160677223013
ctrx_quarter_delta6	0.00836745284830208	0.00616253594629572	0.00793474965602481
ctarjeta_debito_transacciones	0.00835979393997356	0.00489163493729247	0.00293253422261608
foto_mes	0.00792060495057275	0.0135501194497626	0.00815046290898067
mactivos_margen	0.00733887178385355	0.00688898516077141	0.00837200624985425
mcuentas_saldo_delta6	0.00623124474178893	0.0064893086224737	0.00738672139175859
Visa_mpagominimo	0.00573243388866523	0.00786228377827044	0.00661714978661878
ctrx_quarter_lag6	0.00565260951110715	0.00386023437122577	0.00584757818147898
mprestamos_personales_delta6	0.00564861399340992	0.00732190663339034	0.00406357127865488
mrentabilidad_annual	0.00527220702530528	0.00512338509415452	0.00876262214034188
Master_Finiciomora	0.00494469286479033	0.00758609180969741	0.000880343275576596
ccaja_ahorro	0.0049060608742638	0.0114175379897512	0.00149833259485553
mcomisiones_otras	0.00487104639764773	0.00486449761564446	0.00921153891000676
cliente_edad	0.00480941031944133	0.00736624737311311	0.00959049462465894
ctarjeta_visa_transacciones_delta6	0.00479295283354544	0.00441871415433426	0.00455329866374385
mcomisiones_mantenimiento_delta6	0.0046853891999172	0.00543735453404546	0.00536951097222546
cliente_edad_lag6	0.00460193629480648	0.00677469919692013	0.00936895128378536
mrentabilidad	0.00459635575700559	0.00470995688210515	0.00806301159021478
mcaja_ahorro_delta6	0.00458744109186889	0.00392097648567088	0.00515962780718733
mrentabilidad_annual_lag6	0.00427227107234182	0.00503764533298159	0.00920570882208904
cproductos_delta6	0.00425895328997531	0.00547256970265146	0.00227373428791306
mdescubierto_preacordado	0.00423615405345086	0.00360070227983869	0.00101443529768429
mrentabilidad_annual_delta6	0.00399776087510194	0.00417874730332688	0.00861103985448101
mpasivos_margen	0.00396175764427606	0.00332603689997876	0.00682703295165691
Master_Fvencimiento_lag6	0.00392881535541934	0.00434370766214592	0.00863436020615191
Master_Fvencimiento	0.00389169322582461	0.00531514085023593	0.00838949651360743
cproductos	0.00385929177797729	0.00344491873819066	0.00360882442107227
Visa_fechaalta	0.0038452617371738	0.00497687919821652	0.00769571605139806
Visa_msaldopesos_delta6	0.00384033859631589	0.00313379899277898	0.0053112100930482
Visa_Fvencimiento_lag6	0.00381810753730449	0.00456551020113042	0.00791725939227163
numero_de_cliente	0.00372945244845839	0.00691066962633943	0.00791725939227163
Master_fechaalta	0.00369182170221721	0.00435210207419905	0.00713602761129638
cliente_antiguedad_lag6	0.00358331368714025	0.00456782678246111	0.00726428954548635
Master_fechaalta_lag6	0.00357545003678329	0.00451189445306384	0.00787061868892983
mtransferencias_recibidas	0.0035346124303491	0.00659141721732741	0.00412770224574987
Visa_mpagominimo_delta6	0.00351822976173732	0.0034493900071415	0.0053112100930482
mtarjeta_visa_consumo_delta6	0.00341299487449239	0.00227941106222072	0.00340477134395187
mes	0.00335013473369628	0.00420757253935042	0.00571931624728901
mrentabilidad_delta6	0.00334089172023964	0.00286864849986354	0.00773652666682214
chomebanking_transacciones	0.0033207666666609	0.00463760248480449	0.00592336932440941
Visa_msaldototal	0.00328411181656366	0.00335767580000161	0.00377789697068632
Visa_fechaalta_lag6	0.00326976692051598	0.00356740281289919	0.00636062591823885
Visa_Fvencimiento	0.00322457807010014	0.0029902524246049	0.00685035330332782
Master_mlimitecompra	0.00318130407067181	0.00429239307696139	0.00637811618199202
Visa_cconsumos	0.00316142907884669	0.00300557458907338	0.00486812341130104
mttarjeta_visa_debitos_automaticos_delta6	0.00313405192961694	0.00454924219598868	0.00535202070847228
mrentabilidad_lag6	0.00312855075399531	0.0033531865158108	0.0067337515449733
mpasivos_margen_lag6	0.00312687233696004	0.00415165749484555	0.00681537277582146
mcuenta_corriente_lag6	0.00311864505351177	0.00660340059789638	0.00615657284111844
mcomisiones_lag6	0.00307434023252715	0.00262741068179127	0.00679788251206828
Visa_mpagospesos_delta6	0.00307253124751302	0.00358052971488272	0.00596417993983349
Master_mfinanciacion_limite	0.00306497730602983	0.0038554811069646	0.00609244187402346
mtarjeta_master_consumo	0.00304970326749376	0.00418324466191578	0.00200555024369767
Visa_mlimitecompra	0.00303480531665238	0.00416685067181884	0.00560854457685222
Visa_msaldototal_delta6	0.00302440370218119	0.00451219608660873	0.0047456915650288
chomebanking_transacciones_delta6	0.00301496595484765	0.00470354150908246	0.00656467899535925
Visa_fultimo_cierre	0.00301030618104188	0.00659167137828049	0.00450665796040204
mcomisiones_delta6	0.0029975173590107	0.00236975266225941	0.00547445255474453
mpayroll_lag6	0.00296205799575975	0.00721050136321501	0.00261770947505888
mttarjeta_visa_debitos_automaticos_lag6	0.00292894182293905	0.00383620183823199	0.00555607378559269
Visa_mfinanciacion_limite_lag6	0.0029283373069317	0.00328836106869718	0.00624402415988433
mactivos_margen_lag6	0.0029151942254157	0.00414930123129709	0.00647722767659336
mcuentas_saldo_lag6	0.00290908020397097	0.00423378820294457	0.00566101536811175
mcomisiones_otras_lag6	0.00286157543936995	0.00267639387581946	0.00616240292903617
mactivos_margen_delta6	0.00284561373063225	0.00294337271271749	0.00627900468739069
Visa_mpagospesos_lag6	0.00283698361624114	0.00289803638753721	0.00638394626990975
canarito36	0.00280384172315925	0.00308223710379352	0.00716517805088501
Visa_mpagominimo_lag6	0.00278114304551231	0.00279770724395401	0.00515962780718733
canarito39	0.00276455680745847	0.0032076502779917	0.00713602761129638
