fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211128 040011	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201944576322381	0.487523149934645	986	49	464371	53.7742144054861	0.226849384687176	464371	8	1022	4647	0.0388893073234415	6891250	5991250	4759	0.0398266007213812	6951250	6101250	24
20211128 040153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201944576322381	0.487523149934645	986	49	645137	53.7742144054861	0.226849384687176	645137	9	664	4974	0.0416258692977831	6782500	6082500	4780	0.0400023432334949	6975000	6075000	24
20211128 040435	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201944576322381	0.487523149934645	986	49	480803	53.7742144054861	0.226849384687176	480803	10	1295	4016	0.0336086632689781	6980000	5880000	4766	0.0398851815587524	6942500	5992500	24
20211128 040632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	378821	44.0839353542994	0.172221678495948	378821	1	1225	4223	0.0353409823169558	6521250	5971250	4223	0.0353409823169558	6521250	5971250	25
20211128 040847	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	964333	44.0839353542994	0.172221678495948	964333	2	1522	4513	0.0377679027223352	6508750	6308750	4380	0.0366548668122819	6375000	6125000	25
20211128 040953	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	187049	44.0839353542994	0.172221678495948	187049	3	560	4162	0.0348304921627208	6247500	5997500	5177	0.0433247135815487	6328750	6128750	25
20211128 041115	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	205151	44.0839353542994	0.172221678495948	205151	4	779	3679	0.0307884143841062	6251250	6001250	4537	0.037968751307608	6278750	5878750	25
20211128 041332	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	813697	44.0839353542994	0.172221678495948	813697	5	1552	4191	0.0350731842032588	6461250	6011250	4473	0.0374331550802139	6258750	5958750	25
20211128 041446	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	344719	44.0839353542994	0.172221678495948	344719	6	682	3745	0.0313407479936063	6318750	5818750	4165	0.0348555982358799	6243750	5993750	25
20211128 041632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	127217	44.0839353542994	0.172221678495948	127217	7	1106	4774	0.0399521310871767	6632500	6032500	4478	0.0374749985354791	6302500	5952500	25
20211128 041715	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	464371	44.0839353542994	0.172221678495948	464371	8	248	3839	0.0321274049525914	6151250	5551250	4115	0.0344371636832283	6206250	6006250	25
20211128 041930	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	645137	44.0839353542994	0.172221678495948	645137	9	1511	4194	0.0350982902764179	6407500	6057500	4698	0.0393161105671462	6277500	5977500	25
20211128 042138	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	314	TRUE	0.0349491120543099	0.311812805659704	2580	14	480803	44.0839353542994	0.172221678495948	480803	10	1429	4813	0.0402785100382449	6333750	6033750	4632	0.0387637769576461	6310000	5960000	25
20211128 042325	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	378821	61.2671912570627	0.800336183577504	378821	1	480	4468	0.0373913116249487	7115000	5715000	4468	0.0373913116249487	7115000	5715000	26
20211128 042452	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	964333	61.2671912570627	0.800336183577504	964333	2	348	4463	0.0373494681696836	7171250	5721250	4078	0.0341275221142661	7102500	5702500	26
20211128 042646	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	187049	61.2671912570627	0.800336183577504	187049	3	545	4250	0.0355669369753877	6987500	5787500	4027	0.0337007188705615	7116250	5716250	26
20211128 042752	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	205151	61.2671912570627	0.800336183577504	205151	4	211	3787	0.0316922330178337	7016250	5966250	4133	0.0345878001221829	7033750	5833750	26
20211128 042851	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	813697	61.2671912570627	0.800336183577504	813697	5	157	4028	0.0337090875616145	6915000	5815000	4000	0.0334747642121296	6950000	5850000	26
20211128 043000	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	344719	61.2671912570627	0.800336183577504	344719	6	225	3818	0.0319516624404777	6927500	6027500	3759	0.0314579096683488	7001250	5751250	26
20211128 043134	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	127217	61.2671912570627	0.800336183577504	127217	7	396	3861	0.0323115161557581	6923750	5923750	3800	0.0318010260015231	6950000	5900000	26
20211128 043311	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	464371	61.2671912570627	0.800336183577504	464371	8	415	4935	0.0412994903467149	6881250	5781250	3789	0.0317089703999397	6963750	5813750	26
20211128 043403	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	645137	61.2671912570627	0.800336183577504	645137	9	102	4517	0.0378013774865473	6853750	5753750	4007	0.0335333450495008	6941250	5841250	26
20211128 043510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	267	TRUE	0.0595577675892755	0.638410076160281	467	368	480803	61.2671912570627	0.800336183577504	480803	10	210	4156	0.0347802800164026	6905000	6005000	3829	0.032043718042061	6963750	5863750	26
20211128 043740	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	378821	66.515273070141	0.236571483143604	378821	1	990	3977	0.0332822843179098	7228750	5928750	3977	0.0332822843179098	7228750	5928750	27
20211128 043859	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	964333	66.515273070141	0.236571483143604	964333	2	369	4213	0.0352572954064255	7033750	5783750	4007	0.0335333450495008	7091250	6141250	27
20211128 044116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	187049	66.515273070141	0.236571483143604	187049	3	897	4288	0.0358849472354029	7090000	6290000	4425	0.0370314579096684	7018750	6168750	27
20211128 044306	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	205151	66.515273070141	0.236571483143604	205151	4	652	4484	0.0375252106817973	6995000	6145000	4259	0.035642255194865	7026250	6126250	27
20211128 044555	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	813697	66.515273070141	0.236571483143604	813697	5	1224	4702	0.0393495853313583	7072500	6072500	3975	0.0332655469358038	7031250	6231250	27
20211128 044713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	344719	66.515273070141	0.236571483143604	344719	6	375	4764	0.0398684441766463	7245000	6345000	4295	0.0359435280727741	6981250	6281250	27
20211128 044849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	127217	66.515273070141	0.236571483143604	127217	7	526	5071	0.0424376323299273	7111250	6161250	4080	0.0341442594963722	7e+06	6150000	27
20211128 045044	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	464371	66.515273070141	0.236571483143604	464371	8	723	4773	0.0399437623961236	7383750	6283750	5078	0.0424962131672985	7002500	6402500	27
20211128 045233	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	645137	66.515273070141	0.236571483143604	645137	9	524	3875	0.0324286778305005	6906250	6456250	4893	0.0409480053224875	6983750	6383750	27
20211128 045506	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	371	TRUE	0.0233536932683777	0.389932049292231	277	183	480803	66.515273070141	0.236571483143604	480803	10	1056	4106	0.034361845463751	7317500	5767500	4791	0.0400943988350782	7011250	6211250	27
20211128 045830	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	378821	47.7616432554705	0.383532851581498	378821	1	2026	4559	0.0381528625107747	7151250	6301250	4559	0.0381528625107747	7151250	6301250	28
20211128 050020	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	964333	47.7616432554705	0.383532851581498	964333	2	937	4715	0.0394583783150477	6856250	6006250	4875	0.0407973688835329	6856250	6206250	28
20211128 050220	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	187049	47.7616432554705	0.383532851581498	187049	3	1033	4606	0.0385461909902672	6742500	5942500	5076	0.0424794757851924	6855000	6155000	28
20211128 050514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	205151	47.7616432554705	0.383532851581498	205151	4	1714	4707	0.0393914287866235	6866250	6066250	4710	0.0394165348597826	6762500	6062500	28
20211128 050716	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	813697	47.7616432554705	0.383532851581498	813697	5	1064	4839	0.0404960960056238	6551250	6001250	4856	0.0406383637535253	6780000	6180000	28
20211128 050937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	344719	47.7616432554705	0.383532851581498	344719	6	1306	4842	0.0405212020787829	6797500	5897500	4764	0.0398684441766463	6745000	5995000	28
20211128 051246	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	127217	47.7616432554705	0.383532851581498	127217	7	1879	4565	0.0382030746570929	6893750	5893750	5175	0.0433079761994426	6731250	6231250	28
20211128 051535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	464371	47.7616432554705	0.383532851581498	464371	8	1642	4610	0.0385796657544793	7037500	6087500	4737	0.0396424895182145	6778750	6028750	28
20211128 051713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	645137	47.7616432554705	0.383532851581498	645137	9	766	5142	0.0430318093946926	6672500	6172500	5109	0.0427556425899425	6763750	6213750	28
20211128 052032	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200438599090969	0.319963225640106	1793	46	480803	47.7616432554705	0.383532851581498	480803	10	2011	4641	0.0388390951771233	6798750	6148750	5148	0.0430820215410108	6715000	6215000	28
20211128 052124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	378821	66.6421361016354	0.189334206422524	378821	1	183	4582	0.0383453424049944	6772500	6072500	4582	0.0383453424049944	6772500	6072500	29
20211128 052241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	964333	66.6421361016354	0.189334206422524	964333	2	420	4247	0.0355418309022286	7091250	5741250	4787	0.0400609240708661	6966250	6116250	29
20211128 052342	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	187049	66.6421361016354	0.189334206422524	187049	3	275	4759	0.0398266007213812	6751250	5801250	4298	0.0359686341459332	6977500	6177500	29
20211128 052451	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	205151	66.6421361016354	0.189334206422524	205151	4	344	3667	0.0306879900914698	7166250	5966250	3823	0.0319935058957428	7121250	6071250	29
20211128 052535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	813697	66.6421361016354	0.189334206422524	813697	5	131	4759	0.0398266007213812	6851250	6201250	5035	0.0421363594520181	7056250	6256250	29
20211128 052644	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	344719	66.6421361016354	0.189334206422524	344719	6	346	3704	0.030997631660432	7020000	5870000	4630	0.03874703957554	7162500	6262500	29
20211128 052818	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	127217	66.6421361016354	0.189334206422524	127217	7	576	5177	0.0433247135815487	6978750	5878750	4604	0.0385294536081611	7195000	6295000	29
20211128 052901	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	464371	66.6421361016354	0.189334206422524	464371	8	123	3882	0.0324872586678718	6747500	5997500	4430	0.0370733013649335	7012500	6362500	29
20211128 053010	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	645137	66.6421361016354	0.189334206422524	645137	9	350	5200	0.0435171934757685	7e+06	5850000	4457	0.0372992560233654	7078750	6478750	29
20211128 053057	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	256	TRUE	0.0710138698390682	0.55261333892798	273	149	480803	66.6421361016354	0.189334206422524	480803	10	158	4801	0.0401780857456085	6848750	5898750	3673	0.030738202237788	7008750	5958750	29
20211128 053221	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	378821	66.2235695587087	0.601165007280665	378821	1	245	4494	0.0376088975923276	6882500	5982500	4494	0.0376088975923276	6882500	5982500	30
20211128 053340	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	964333	66.2235695587087	0.601165007280665	964333	2	230	4092	0.0342446837890086	6785000	5985000	4083	0.0341693655695313	6746250	6096250	30
20211128 053524	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	187049	66.2235695587087	0.601165007280665	187049	3	410	4406	0.0368724527796607	6692500	6192500	4319	0.0361443766580469	6751250	6251250	30
20211128 053803	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	205151	66.2235695587087	0.601165007280665	205151	4	782	4891	0.0409312679403814	6636250	5686250	4144	0.0346798557237662	6770000	6220000	30
20211128 053930	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	813697	66.2235695587087	0.601165007280665	813697	5	289	5106	0.0427305365167834	6817500	6067500	4233	0.0354246692274861	6808750	6108750	30
20211128 054139	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	344719	66.2235695587087	0.601165007280665	344719	6	568	4498	0.0376423723565397	6977500	5727500	4148	0.0347133304879784	6865000	5915000	30
20211128 054307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	127217	66.2235695587087	0.601165007280665	127217	7	293	4345	0.0363619626254258	7068750	6468750	4088	0.0342112090247964	6940000	5890000	30
20211128 054449	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	464371	66.2235695587087	0.601165007280665	464371	8	387	3761	0.0314746470504548	6948750	5998750	3996	0.0334412894479175	6905000	6005000	30
20211128 054627	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	645137	66.2235695587087	0.601165007280665	645137	9	361	4761	0.0398433381034872	7098750	5998750	4031	0.0337341936347736	6861250	5961250	30
20211128 054819	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	327	TRUE	0.0314113353594992	0.451036229723119	285	453	480803	66.2235695587087	0.601165007280665	480803	10	453	4289	0.0358933159264559	6988750	5738750	4018	0.0336254006510842	6877500	5977500	30
20211128 055005	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	378821	68.4280859498889	0.686720779196072	378821	1	346	4981	0.0416844501351544	6773750	5573750	4981	0.0416844501351544	6773750	5573750	31
20211128 055116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	964333	68.4280859498889	0.686720779196072	964333	2	164	3611	0.0302193433925	6936250	5636250	5005	0.0418852987204271	6843750	5543750	31
20211128 055225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	187049	68.4280859498889	0.686720779196072	187049	3	143	3920	0.032805268927887	6800000	6050000	3947	0.0330312235863189	6766250	5616250	31
20211128 055402	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	205151	68.4280859498889	0.686720779196072	205151	4	306	3771	0.0315583339609852	6786250	5786250	3447	0.0288468780598027	6741250	5691250	31
20211128 055552	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	813697	68.4280859498889	0.686720779196072	813697	5	381	4830	0.0404207777861465	6512500	5812500	4343	0.0363452252433197	6721250	5771250	31
20211128 055648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	344719	68.4280859498889	0.686720779196072	344719	6	73	5405	0.0452327751416401	6993750	5793750	4966	0.0415589197693589	6892500	5992500	31
20211128 055757	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	127217	68.4280859498889	0.686720779196072	127217	7	152	4384	0.036688341576494	6670000	5920000	4710	0.0394165348597826	6962500	5912500	31
20211128 055857	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	464371	68.4280859498889	0.686720779196072	464371	8	98	4792	0.0401027675261312	6710000	6010000	4694	0.0392826358029341	6882500	5932500	31
20211128 060001	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	645137	68.4280859498889	0.686720779196072	645137	9	124	3999	0.0334663955210765	6751250	6151250	4624	0.0386968274292218	6870000	6020000	31
20211128 060102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	252	TRUE	0.0764785413801106	0.683274350001622	229	643	480803	68.4280859498889	0.686720779196072	480803	10	106	4273	0.0357594168696074	6808750	5608750	4632	0.0387637769576461	6910000	6160000	31
20211128 060314	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	378821	46.9253460031259	0.298974653877875	378821	1	1730	5317	0.0444963303289732	6703750	6253750	5317	0.0444963303289732	6703750	6253750	32
20211128 060553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	964333	46.9253460031259	0.298974653877875	964333	2	2236	4888	0.0409061618672223	6740000	5940000	4890	0.0409228992493284	6587500	6087500	32
20211128 060835	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	187049	46.9253460031259	0.298974653877875	187049	3	2274	4885	0.0408810557940633	6893750	6143750	5216	0.043651092532617	6680000	6280000	32
20211128 061142	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	205151	46.9253460031259	0.298974653877875	205151	4	2721	4410	0.0369059275438729	6737500	6287500	5130	0.0429313851020562	6637500	6387500	32
20211128 061310	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	813697	46.9253460031259	0.298974653877875	813697	5	1013	4481	0.0375001046086382	6498750	5898750	5187	0.043408400492079	6566250	6316250	32
20211128 061558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	344719	46.9253460031259	0.298974653877875	344719	6	2388	4811	0.0402617726561389	6736250	6336250	4918	0.0411572225988133	6652500	6252500	32
20211128 061816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	127217	46.9253460031259	0.298974653877875	127217	7	1854	5234	0.0438017289715716	6757500	6207500	4907	0.04106516699723	6666250	6266250	32
20211128 062042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	464371	46.9253460031259	0.298974653877875	464371	8	1998	5012	0.0419438795577984	6685000	6285000	5115	0.0428058547362607	6656250	6156250	32
20211128 062401	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	645137	46.9253460031259	0.298974653877875	645137	9	2883	4716	0.0394667470061008	6855000	6155000	5321	0.0445298050931854	6648750	6248750	32
20211128 062710	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.020044995265827	0.130263085907098	1948	33	480803	46.9253460031259	0.298974653877875	480803	10	2718	4997	0.0418183491920029	6803750	5853750	5189	0.0434251378741851	6663750	6363750	32
20211128 062848	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	378821	45.0304957051098	0.311326680867026	378821	1	1013	5833	0.048814574912338	6358750	6158750	5833	0.048814574912338	6358750	6158750	33
20211128 063111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	964333	45.0304957051098	0.311326680867026	964333	2	1798	4973	0.0416175006067301	6733750	6233750	5263	0.0440444210121095	6421250	6171250	33
20211128 063346	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	187049	45.0304957051098	0.311326680867026	187049	3	1945	5104	0.0427137991346773	6920000	6020000	5228	0.0437515168252534	6565000	6165000	33
20211128 063554	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	205151	45.0304957051098	0.311326680867026	205151	4	1533	4891	0.0409312679403814	6586250	6336250	5230	0.0437682542073594	6562500	6312500	33
20211128 063840	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	813697	45.0304957051098	0.311326680867026	813697	5	2105	4971	0.041600763224624	6786250	5986250	5184	0.0433832944189199	6620000	6170000	33
20211128 064133	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	344719	45.0304957051098	0.311326680867026	344719	6	1575	4200	0.0351485024227361	6600000	6300000	5297	0.0443289565079126	6578750	6178750	33
20211128 064445	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	127217	45.0304957051098	0.311326680867026	127217	7	2508	4911	0.0410986417614421	6611250	6061250	5210	0.0436008803862988	6637500	6187500	33
20211128 064724	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	464371	45.0304957051098	0.311326680867026	464371	8	2019	4245	0.0355250935201225	6393750	6043750	5361	0.0448645527353067	6548750	6198750	33
20211128 064948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	645137	45.0304957051098	0.311326680867026	645137	9	1780	4819	0.0403287221845631	6676250	6126250	5312	0.0444544868737081	6460000	6260000	33
20211128 065308	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.0201371579388575	0.180310671447904	2350	29	480803	45.0304957051098	0.311326680867026	480803	10	2654	4706	0.0393830600955705	6717500	6017500	5015	0.0419689856309575	6531250	6181250	33
20211128 065439	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	340	TRUE	0.0284517711345312	0.100114112506015	1615	37	378821	48.8121176079882	0.276327878678458	378821	1	1202	5098	0.0426635869883591	6827500	6127500	5098	0.0426635869883591	6827500	6127500	34
20211128 065543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	340	TRUE	0.0284517711345312	0.100114112506015	1615	37	964333	48.8121176079882	0.276327878678458	964333	2	777	4330	0.0362364322596303	6687500	6087500	4483	0.0375168419907442	6796250	6046250	34
20211128 065758	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	340	TRUE	0.0284517711345312	0.100114112506015	1615	37	187049	48.8121176079882	0.276327878678458	187049	3	2062	4957	0.0414836015498816	6953750	6003750	5346	0.0447390223695112	6767500	6067500	34
20211128 065949	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	340	TRUE	0.0284517711345312	0.100114112506015	1615	37	205151	48.8121176079882	0.276327878678458	205151	4	1638	4978	0.0416593440619953	6977500	6227500	5360	0.0448561840442536	6750000	6100000	34
