fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211128 111430	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020155485699889	0.354226012932484	1846	35	344719	47.4648472859745	0.297892009567348	344719	6	1547	4999	0.0418350865741089	6901250	6101250	4729	0.0395755399897902	6788750	6038750	52
20211128 111734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020155485699889	0.354226012932484	1846	35	127217	47.4648472859745	0.297892009567348	127217	7	1824	3824	0.0320018745867959	6670000	6170000	4810	0.0402534039650858	6687500	6087500	52
20211128 111958	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020155485699889	0.354226012932484	1846	35	464371	47.4648472859745	0.297892009567348	464371	8	1332	4094	0.0342614211711146	6532500	6132500	5093	0.042621743533094	6683750	6083750	52
20211128 112117	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020155485699889	0.354226012932484	1846	35	645137	47.4648472859745	0.297892009567348	645137	9	542	5174	0.0432996075083896	6532500	5982500	5032	0.042111253378859	6760000	6110000	52
20211128 112307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020155485699889	0.354226012932484	1846	35	480803	47.4648472859745	0.297892009567348	480803	10	894	4758	0.0398182320303281	6602500	5902500	5000	0.041843455265162	6800000	6150000	52
20211128 112603	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	378821	46.7983403078315	0.241595704131152	378821	1	2541	4588	0.0383955545513126	6615000	6215000	4588	0.0383955545513126	6615000	6215000	53
20211128 112829	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	964333	46.7983403078315	0.241595704131152	964333	2	2082	5046	0.0422284150536015	6842500	6142500	4048	0.0338764613826751	6540000	6140000	53
20211128 113104	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	187049	46.7983403078315	0.241595704131152	187049	3	2217	4949	0.0414166520214573	6913750	6263750	4963	0.0415338136961998	6696250	6246250	53
20211128 113314	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	205151	46.7983403078315	0.241595704131152	205151	4	1776	5071	0.0424376323299273	6761250	6111250	4895	0.0409647427045936	6731250	6381250	53
20211128 113448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	813697	46.7983403078315	0.241595704131152	813697	5	1155	5970	0.0499610855866034	6537500	5837500	4996	0.0418099805009498	6555000	6155000	53
20211128 113750	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	344719	46.7983403078315	0.241595704131152	344719	6	2689	5042	0.0421949402893893	6697500	6147500	4977	0.0416509753709422	6578750	6178750	53
20211128 113936	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	127217	46.7983403078315	0.241595704131152	127217	7	1372	4519	0.0378181148686534	6701250	5901250	3968	0.0332069660984325	6540000	6090000	53
20211128 114125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	464371	46.7983403078315	0.241595704131152	464371	8	1416	5496	0.045994326027466	6480000	5930000	3973	0.0332488095536977	6533750	6183750	53
20211128 114329	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	645137	46.7983403078315	0.241595704131152	645137	9	1669	4477	0.037466629844426	6603750	5953750	5065	0.0423874201836091	6518750	6218750	53
20211128 114551	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200862467000294	0.131779474281895	1972	26	480803	46.7983403078315	0.241595704131152	480803	10	1984	4559	0.0381528625107747	6801250	6101250	5010	0.0419271421756923	6537500	6237500	53
20211128 114754	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	378821	50.4031164173386	0.395187762857792	378821	1	762	4417	0.0369645083812441	6728750	6378750	4417	0.0369645083812441	6728750	6378750	54
20211128 114942	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	964333	50.4031164173386	0.395187762857792	964333	2	658	5063	0.042370682801503	6871250	5921250	5156	0.043148971069435	6855000	6055000	54
20211128 115312	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	187049	50.4031164173386	0.395187762857792	187049	3	1665	4925	0.0412158034361845	6993750	6093750	5128	0.0429146477199501	6890000	6190000	54
20211128 115536	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	205151	50.4031164173386	0.395187762857792	205151	4	1012	3432	0.0287213476940072	6910000	5960000	4915	0.0411321165256542	7006250	6156250	54
20211128 115754	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	813697	50.4031164173386	0.395187762857792	813697	5	947	4157	0.0347886487074557	6803750	6053750	5020	0.0420108290862226	6875000	6125000	54
20211128 120024	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	344719	50.4031164173386	0.395187762857792	344719	6	1065	5621	0.0470404124090951	6573750	6473750	5105	0.0427221678257304	6768750	6068750	54
20211128 120237	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	127217	50.4031164173386	0.395187762857792	127217	7	890	5241	0.0438603098089428	6748750	6148750	5067	0.0424041575657151	6766250	6116250	54
20211128 120619	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	464371	50.4031164173386	0.395187762857792	464371	8	1766	3878	0.0324537839036596	6802500	5802500	4757	0.0398098633392751	6753750	6103750	54
20211128 120845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	645137	50.4031164173386	0.395187762857792	645137	9	1021	4846	0.040554676842995	7092500	6142500	4744	0.0397010703555857	6770000	6170000	54
20211128 121138	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.021165301519204	0.551516136987416	1379	62	480803	50.4031164173386	0.395187762857792	480803	10	1294	3521	0.0294661611977271	6848750	5848750	4785	0.04004418668876	6768750	6218750	54
20211128 121337	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	378821	55.7857268092502	0.384140980045374	378821	1	797	4678	0.0391487367460855	6952500	6052500	4678	0.0391487367460855	6952500	6052500	55
20211128 121535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	964333	55.7857268092502	0.384140980045374	964333	2	832	4173	0.0349225477643042	6933750	6283750	4092	0.0342446837890086	6885000	6135000	55
20211128 121742	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	187049	55.7857268092502	0.384140980045374	187049	3	911	4511	0.0377511653402291	6961250	6361250	4657	0.0389729942339719	6928750	6178750	55
20211128 121958	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	205151	55.7857268092502	0.384140980045374	205151	4	1019	4649	0.0389060447055476	6888750	5988750	4554	0.0381110190555095	6907500	6207500	55
20211128 122133	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	813697	55.7857268092502	0.384140980045374	813697	5	570	4708	0.0393997974776765	6865000	6115000	4493	0.0376005289012745	6933750	6133750	55
20211128 122431	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	344719	55.7857268092502	0.384140980045374	344719	6	1453	4486	0.0375419480639033	7142500	5942500	4441	0.0371653569665169	6998750	6148750	55
20211128 122705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	127217	55.7857268092502	0.384140980045374	127217	7	1208	4536	0.0379603826165549	7030000	6130000	4494	0.0376088975923276	6932500	6032500	55
20211128 122916	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	464371	55.7857268092502	0.384140980045374	464371	8	947	4440	0.0371569882754638	7050000	6250000	4454	0.0372741499502063	6982500	6082500	55
20211128 123111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	645137	55.7857268092502	0.384140980045374	645137	9	771	4936	0.0413078590377679	6880000	6280000	4472	0.0374247863891609	6960000	6060000	55
20211128 123353	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	398	TRUE	0.020188865826541	0.381306240576973	807	102	480803	55.7857268092502	0.384140980045374	480803	10	1287	4297	0.0359602654548802	7028750	6078750	4489	0.0375670541370624	6938750	6038750	55
20211128 123646	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	378821	66.5592035377899	0.712450233305428	378821	1	651	4239	0.0354748813738043	7001250	6051250	4239	0.0354748813738043	7001250	6051250	56
20211128 123849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	964333	66.5592035377899	0.712450233305428	964333	2	367	4526	0.0378766957060246	6842500	6092500	4205	0.0351903458780012	6943750	6193750	56
20211128 124056	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	187049	66.5592035377899	0.712450233305428	187049	3	391	4493	0.0376005289012745	6783750	6533750	4483	0.0375168419907442	6796250	6246250	56
20211128 124324	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	205151	66.5592035377899	0.712450233305428	205151	4	522	4252	0.0355836743574937	7035000	6185000	4184	0.0350146033658875	6870000	6270000	56
20211128 124732	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	813697	66.5592035377899	0.712450233305428	813697	5	1128	4503	0.0376842158118049	6821250	5671250	3969	0.0332153347894856	6838750	6138750	56
20211128 124953	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	344719	66.5592035377899	0.712450233305428	344719	6	484	4958	0.0414919702409346	6902500	6202500	4488	0.0375586854460094	6840000	6140000	56
20211128 125312	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	127217	66.5592035377899	0.712450233305428	127217	7	829	4682	0.0391822115102977	6897500	5897500	4409	0.0368975588528198	6888750	6088750	56
20211128 125530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	464371	66.5592035377899	0.712450233305428	464371	8	467	3592	0.0300603382624924	6810000	6010000	4425	0.0370314579096684	6868750	6118750	56
20211128 125822	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	645137	66.5592035377899	0.712450233305428	645137	9	656	4127	0.0345375879758647	6991250	5941250	4365	0.0365293364464864	6893750	6193750	56
20211128 130025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	399	TRUE	0.0200520959018885	0.629167024329268	276	554	480803	66.5592035377899	0.712450233305428	480803	10	363	4452	0.0372574125681002	6935000	6335000	4437	0.0371318822023047	6853750	6203750	56
20211128 130158	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	378821	68.2959864802123	0.899421947597237	378821	1	159	4321	0.036161114040153	6798750	5748750	4321	0.036161114040153	6798750	5748750	57
20211128 130355	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	964333	68.2959864802123	0.899421947597237	964333	2	299	3659	0.0306210405630455	6776250	5876250	4286	0.0358682098532968	6642500	5542500	57
20211128 130525	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	187049	68.2959864802123	0.899421947597237	187049	3	169	4211	0.0352405580243194	6736250	6236250	4261	0.035658992576971	6773750	5773750	57
20211128 130725	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	205151	68.2959864802123	0.899421947597237	205151	4	322	4097	0.0342865272442737	6828750	5828750	4144	0.0346798557237662	6770000	5820000	57
20211128 130851	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	813697	68.2959864802123	0.899421947597237	813697	5	142	3298	0.0275999430929008	6627500	5727500	3618	0.0302779242298712	6727500	5727500	57
20211128 131029	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	344719	68.2959864802123	0.899421947597237	344719	6	205	5381	0.0450319265563673	6923750	5873750	3755	0.0314244349041366	6756250	5706250	57
20211128 131249	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	127217	68.2959864802123	0.899421947597237	127217	7	416	4706	0.0393830600955705	6917500	5967500	3793	0.0317424451641519	6758750	5758750	57
20211128 131501	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	464371	68.2959864802123	0.899421947597237	464371	8	375	4789	0.0400776614529721	6813750	5863750	3512	0.0293908429782498	6760000	5760000	57
20211128 131733	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	645137	68.2959864802123	0.899421947597237	645137	9	473	4860	0.0406718385177374	6725000	5575000	3614	0.0302444494656591	6782500	5682500	57
20211128 132009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	293	TRUE	0.0428404654160168	0.897410665060767	232	832	480803	68.2959864802123	0.899421947597237	480803	10	492	4508	0.03772605926707	6815000	5565000	3524	0.0294912672708862	6745000	5545000	57
20211128 132119	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	378821	65.4237930082611	0.71498040511697	378821	1	191	3936	0.0329391679847355	6530000	5580000	3936	0.0329391679847355	6530000	5580000	58
20211128 132244	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	964333	65.4237930082611	0.71498040511697	964333	2	316	4107	0.034370214154804	6716250	5766250	4589	0.0384039232423657	6663750	6013750	58
20211128 132346	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	187049	65.4237930082611	0.71498040511697	187049	3	157	3605	0.0301691312461818	6593750	6193750	3962	0.0331567539521143	6597500	6047500	58
20211128 132432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	205151	65.4237930082611	0.71498040511697	205151	4	66	4012	0.033575188504766	6835000	5735000	4857	0.0406467324445783	6778750	6078750	58
20211128 132547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	813697	65.4237930082611	0.71498040511697	813697	5	242	3853	0.0322445666273338	6633750	5833750	4776	0.0399688684692827	6780000	5980000	58
20211128 132706	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	344719	65.4237930082611	0.71498040511697	344719	6	264	4098	0.0342948959353268	6827500	5977500	4650	0.0389144133966006	6787500	6037500	58
20211128 132810	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	127217	65.4237930082611	0.71498040511697	127217	7	140	4007	0.0335333450495008	7041250	5941250	4306	0.0360355836743575	6917500	6067500	58
20211128 132926	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	464371	65.4237930082611	0.71498040511697	464371	8	73	3590	0.0300436008803863	6862500	6062500	4630	0.03874703957554	6862500	6162500	58
20211128 133038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	645137	65.4237930082611	0.71498040511697	645137	9	183	4158	0.0347970173985087	6702500	5902500	4421	0.0369979831454562	6923750	6223750	58
20211128 133148	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	242	TRUE	0.0933803442185917	0.514078833073391	309	497	480803	65.4237930082611	0.71498040511697	480803	10	209	5313	0.0444628555647611	6808750	5358750	4279	0.0358096290159256	6851250	6001250	58
20211128 133446	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	378821	63.2892095053103	0.676446771981771	378821	1	875	4600	0.038495978843949	7100000	5850000	4600	0.038495978843949	7100000	5850000	59
20211128 133613	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	964333	63.2892095053103	0.676446771981771	964333	2	248	5473	0.0458018461332463	6658750	6058750	4128	0.0345459566669177	6690000	5990000	59
20211128 134022	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	187049	63.2892095053103	0.676446771981771	187049	3	1377	4055	0.0339350422200464	6781250	5881250	4159	0.0348053860895617	6751250	5851250	59
20211128 134210	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	205151	63.2892095053103	0.676446771981771	205151	4	384	3387	0.0283447565966207	6616250	5866250	3465	0.0289975144987572	6568750	5818750	59
20211128 134418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	813697	63.2892095053103	0.676446771981771	813697	5	531	4225	0.0353577196990619	6818750	6468750	4095	0.0342697898621677	6631250	6131250	59
20211128 134619	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	344719	63.2892095053103	0.676446771981771	344719	6	486	4262	0.0356673612680241	6872500	6022500	4111	0.0344036889190162	6711250	6261250	59
20211128 134903	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	127217	63.2892095053103	0.676446771981771	127217	7	779	4668	0.0390650498355552	6965000	6065000	3982	0.033324127773175	6722500	6072500	59
20211128 135228	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	464371	63.2892095053103	0.676446771981771	464371	8	1082	4428	0.0370565639828274	7065000	5915000	4078	0.0341275221142661	6802500	6002500	59
20211128 135607	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	645137	63.2892095053103	0.676446771981771	645137	9	1159	4416	0.0369561396901911	6980000	5730000	4038	0.0337927744721448	6802500	5952500	59
20211128 135813	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	388	TRUE	0.0211922233793855	0.738331143892267	382	380	480803	63.2892095053103	0.676446771981771	480803	10	519	4217	0.0352907701706376	6828750	6228750	3982	0.033324127773175	6822500	6022500	59
20211128 135855	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	378821	49.0922394727543	0.596447341074592	378821	1	148	5053	0.0422869958909727	6783750	6083750	5053	0.0422869958909727	6783750	6083750	60
20211128 135957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	964333	49.0922394727543	0.596447341074592	964333	2	373	5211	0.0436092490773518	6686250	5986250	5056	0.0423121019641318	6730000	6330000	60
20211128 140038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	187049	49.0922394727543	0.596447341074592	187049	3	164	4573	0.0382700241855171	6483750	5683750	5210	0.0436008803862988	6637500	6237500	60
20211128 140114	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	205151	49.0922394727543	0.596447341074592	205151	4	123	4739	0.0396592269003205	6776250	5626250	4151	0.0347384365611375	6761250	6111250	60
20211128 140156	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	813697	49.0922394727543	0.596447341074592	813697	5	176	4611	0.0385880344455324	6886250	6036250	4331	0.0362448009506833	6786250	6236250	60
20211128 140254	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	344719	49.0922394727543	0.596447341074592	344719	6	328	5280	0.044186688760011	6600000	5400000	4455	0.0372825186412593	6831250	6131250	60
20211128 140405	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	127217	49.0922394727543	0.596447341074592	127217	7	458	5500	0.0460278007916782	6575000	5675000	4490	0.0375754228281155	6837500	6187500	60
20211128 140505	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	464371	49.0922394727543	0.596447341074592	464371	8	356	4212	0.0352489267153724	6785000	5785000	4808	0.0402366665829798	6790000	6090000	60
20211128 140615	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	645137	49.0922394727543	0.596447341074592	645137	9	446	3622	0.0303113989940833	6772500	5822500	3903	0.0326630011799854	6771250	5971250	60
20211128 140718	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112199724478267	0.446546706752526	1571	82	480803	49.0922394727543	0.596447341074592	480803	10	379	5134	0.0429648598662683	7032500	5932500	4846	0.040554676842995	6792500	6092500	60
20211128 140946	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	378821	68.670978180099	0.267845625117228	378821	1	729	4399	0.0368138719422895	6851250	6351250	4399	0.0368138719422895	6851250	6351250	61
20211128 141217	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	964333	68.670978180099	0.267845625117228	964333	2	766	4540	0.0379938573807671	6825000	6325000	4226	0.0353660883901149	6867500	6267500	61
20211128 141511	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	187049	68.670978180099	0.267845625117228	187049	3	946	4364	0.0365209677554334	7095000	6245000	4751	0.0397596511929569	6961250	6211250	61
20211128 141734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	205151	68.670978180099	0.267845625117228	205151	4	699	4873	0.0407806315014269	7058750	6058750	4370	0.0365711799017516	6987500	6337500	61
20211128 142055	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	813697	68.670978180099	0.267845625117228	813697	5	1146	5129	0.0429230164110032	7138750	6138750	4520	0.0378264835597064	7100000	6250000	61
20211128 142322	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	344719	68.670978180099	0.267845625117228	344719	6	740	4301	0.0359937402190923	7023750	6023750	4517	0.0378013774865473	7053750	6253750	61
20211128 142530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	127217	68.670978180099	0.267845625117228	127217	7	579	4763	0.0398600754855933	7096250	6346250	4542	0.0380105947628731	7022500	6272500	61
20211128 142744	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	464371	68.670978180099	0.267845625117228	464371	8	631	3595	0.0300854443356515	6956250	5906250	4746	0.0397178077376917	6917500	6317500	61
20211128 143016	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	645137	68.670978180099	0.267845625117228	645137	9	759	4486	0.0375419480639033	7192500	5842500	4652	0.0389311507787067	6985000	6285000	61
20211128 143204	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	395	TRUE	0.0204491160852508	0.570761551732081	223	258	480803	68.670978180099	0.267845625117228	480803	10	430	4340	0.0363201191701606	7075000	6125000	4387	0.0367134476496531	6966250	6216250	61
20211128 143308	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	329	TRUE	0.0309236683508465	0.249896307212277	290	216	378821	66.0392720985936	0.291740961941595	378821	1	320	4215	0.0352740327885315	7031250	6131250	4215	0.0352740327885315	7031250	6131250	62
20211128 143404	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	329	TRUE	0.0309236683508465	0.249896307212277	290	216	964333	66.0392720985936	0.291740961941595	964333	2	271	4410	0.0369059275438729	6787500	5987500	4342	0.0363368565522667	6972500	6022500	62
