Feature	Gain	Cover	Frequency
Visa_mfinanciacion_limite	0.0898196759687091	0.0146302557763534	0.0141057722383966
ctrx_quarter	0.0803399282045739	0.0145254375904457	0.0126801568778422
mdescubierto_preacordado	0.0658718159932015	0.0048374647716648	0.00213541541348861
mcuenta_corriente	0.0512810597285451	0.016674287975318	0.012277134813888
mcaja_ahorro	0.0383693264714859	0.0121582154277545	0.0114650754312938
cpayroll_trx	0.022303596629908	0.0079131958081778	0.00114289839031785
Visa_mpagominimo	0.0191084766790163	0.0106719965638783	0.00970260580832993
Visa_msaldototal	0.019012655324897	0.00762001456775924	0.00910108033974159
mcuentas_saldo	0.0168996076124361	0.0209440308582879	0.0123733788888622
Visa_msaldopesos	0.0160709755747724	0.00846416884062355	0.00935973629123457
mrentabilidad	0.0148244092959487	0.00751117113565706	0.0134801857510647
Visa_mpagospesos	0.0121740717227482	0.0100536720333469	0.0106891075768148
foto_mes	0.0119206746568981	0.0128982278876469	0.0124275161810351
mtarjeta_visa_consumo	0.011483586375229	0.00844586294547206	0.00600923943119752
Visa_fechaalta	0.0114195804296685	0.00953298497903629	0.0163795385096605
Visa_Finiciomora	0.0107673147602044	0.0133342642262981	0.00210533914005919
mprestamos_personales	0.0106310369265649	0.0182924269894763	0.00492047833305262
Master_Finiciomora	0.0103684119402913	0.00923615457510204	0.00109477635283078
mrentabilidad_annual	0.00986023296002576	0.0130909363417874	0.0184247251028609
ctarjeta_visa_transacciones	0.00978715596216618	0.0122072893857414	0.00736868699020717
mactivos_margen	0.00978110057280485	0.0120201647784217	0.0130170111402517
Master_mfinanciacion_limite	0.00974766257817512	0.00958642654241703	0.0147494044897861
mpayroll	0.00958040525842553	0.00939777393450204	0.00294145954139698
cliente_edad	0.00915135131492766	0.0124844064883097	0.0156456774379827
Master_fechaalta	0.00810035597433407	0.00891521193231875	0.0143463824258319
mpasivos_margen	0.00792651941077495	0.00675399220473715	0.0126621111137846
numero_de_cliente	0.00779037226350895	0.0110460015639155	0.0154411587786627
Visa_status	0.00778125324218066	0.00735244116101048	0.00142561536055437
cprestamos_personales	0.00760591336928887	0.0096755633104806	0.00239407136498159
Visa_mlimitecompra	0.00754548368831586	0.00679305448652472	0.011248526262602
Master_Fvencimiento	0.00732073011788608	0.0105814860642756	0.0141599095305695
Visa_Fvencimiento	0.00719878388402483	0.00816711828239866	0.0145689468492096
mcomisiones	0.0067336284461905	0.00603701649264902	0.0126621111137846
mcomisiones_mantenimiento	0.0064836157542776	0.012542791054798	0.00937778205529222
chomebanking_transacciones	0.00627474423910825	0.00760034201763089	0.0105327109549818
cmobile_app_trx	0.00618090957943807	0.00843855598015438	0.0109477635283078
cliente_antiguedad	0.00573114776398143	0.0087181378249395	0.0121929212482857
mautoservicio	0.00569862161305855	0.00868347384618464	0.00481220374870672
canarito12	0.00565657914680091	0.00656903600249112	0.0136065060994683
canarito28	0.00558504759464254	0.00720710223824502	0.0127643704434446
canarito19	0.00557671124332038	0.00645154247356327	0.0129568585933928
mes	0.00554366925336751	0.00502437508115911	0.00882437862419095
canarito23	0.00550568612293861	0.00694402064275794	0.0123613483794904
canarito21	0.00548913174436932	0.00586869035801473	0.0124575924544645
Visa_mconsumospesos	0.00545915773125437	0.00434789267814961	0.00840331079617911
canarito27	0.00531079157110809	0.00592380506472196	0.0120605856451962
canarito20	0.00530640733762196	0.00648260633669915	0.0123072110873174
Visa_fultimo_cierre	0.00528733264283875	0.00907772137683349	0.00982291090204759
canarito7	0.00518184159562473	0.00571998875049349	0.0117297466374726
canarito24	0.00517436366543063	0.00472332938873213	0.0123132263420033
canarito25	0.00516218513746164	0.00542671488031576	0.0118199754577609
mcomisiones_otras	0.00511466681390968	0.0061151155806002	0.0103763143331489
canarito26	0.00509432655985122	0.00765743191486141	0.0123673636341763
canarito10	0.00508110327390212	0.00610468311737056	0.0120004330983374
cproductos	0.00505034381344157	0.00660252551593804	0.00570847669690335
mtransferencias_recibidas	0.00503835700502322	0.00806503462654155	0.00655061235292702
mcaja_ahorro_dolares	0.0050257483172677	0.011156439028259	0.00871008878515916
canarito3	0.0050142134052121	0.00493550634398983	0.0117177161281009
canarito5	0.00493773731158927	0.00563536024059825	0.0112184499891725
canarito9	0.00492961423257758	0.00619858616970191	0.0118981737686774
canarito8	0.0048566123965705	0.00546227885137246	0.0116756093452997
canarito11	0.00483773640481902	0.00658507251734677	0.0114109381391208
canarito17	0.00478108489214937	0.00630237810767719	0.0109838550564231
canarito32	0.00475821841811759	0.00498121459138053	0.0107733211424172
canarito1	0.00474379724407678	0.0052248463776354	0.0113568008469479
canarito6	0.00473965691070709	0.00486158325741013	0.010833473689276
canarito14	0.00461469748692376	0.00641823660910674	0.0108214431799042
canarito2	0.00456673128217762	0.00486776080339865	0.0103883448425206
Master_mlimitecompra	0.00456307724316681	0.00538173605567563	0.00883039387887683
canarito18	0.00455744870401633	0.00449843472868883	0.0103763143331489
Master_fultimo_cierre	0.00455692399671296	0.00786027019938819	0.0093837973099781
mttarjeta_visa_debitos_automaticos	0.00453957396755753	0.00597270225506514	0.00984095666610524
ccomisiones_otras	0.00447740884449426	0.00550164059375132	0.00932364476311927
canarito31	0.00446507325128975	0.00534933013471706	0.0102078872019441
canarito15	0.00446262557695384	0.00488407794054895	0.0107191838502442
Visa_cconsumos	0.00435315372416163	0.00482987176682209	0.00787396838382137
canarito22	0.00434249817107058	0.00521065923690728	0.01031616178629
canarito16	0.00430444146013854	0.00556298906851376	0.0100274295613676
canarito30	0.00426201858395138	0.00589080359004834	0.0106109092658983
canarito13	0.00426136519703295	0.00394231069101032	0.00959433122398402
Visa_mconsumototal	0.00424625200776843	0.00383875999060067	0.00594908688433868
canarito4	0.00420695703300016	0.00542654108970859	0.0101056278722841
Master_status	0.00381785611414652	0.0061960261135127	0.00125117297466375
mcuenta_debitos_automaticos	0.00369899777254643	0.00909177274517488	0.00546185125478213
canarito29	0.00358746306900543	0.00386203172907433	0.00840331079617911
Master_msaldopesos	0.00352904353550307	0.00376405335777044	0.00494453935179616
ctarjeta_debito_transacciones	0.00330165059975837	0.00677794544055384	0.00486634104087967
tmobile_app	0.0032413613304989	0.00168043965256736	0.00408435793171483
mtransferencias_emitidas	0.00315425700584137	0.01297365188867	0.00603931570462693
Visa_delinquency	0.00313808913518208	0.00162423276388937	0.000697769543562474
Master_msaldototal	0.00310279182793831	0.00591291716370909	0.00567840042347393
Visa_mconsumosdolares	0.00306247778340546	0.00381880242582872	0.00627391063737639
tcallcenter	0.00301902506704688	0.0012725687635813	0.0010526695700296
mpagomiscuentas	0.00288490119440568	0.0085583181573199	0.00382570198022184
ccaja_ahorro	0.00286216996843808	0.00438431305964569	0.0013774933230673
ccomisiones_mantenimiento	0.00279030918118329	0.00474905230194468	0.00209330863068742
ccaja_seguridad	0.00278338253344003	0.0101427933305814	0.000517311902985972
ctarjeta_visa_debitos_automaticos	0.00269252529756021	0.00379431185932263	0.00567238516878805
mextraccion_autoservicio	0.00266523600181439	0.00442428563135322	0.00365125959433122
Master_mpagospesos	0.00257163346171701	0.00556705008795024	0.00489641731430909
Master_mpagominimo	0.00255364414040697	0.00384586808011824	0.00382570198022184
mtarjeta_master_consumo	0.00247388768732026	0.00504316184091392	0.00262866629773105
ctarjeta_master	0.00244042674762759	0.000900106649322026	0.000685739034190708
internet	0.00234301489724149	0.00167910252393628	0.00259859002430163
ctransferencias_recibidas	0.00223581140334458	0.004017943328609	0.00367532061307476
ctarjeta_visa	0.00222031959263053	0.00167789360309094	0.000914318712254277
Master_mconsumospesos	0.00199891960081085	0.00349207784128655	0.00371141214119006
thomebanking	0.00197702875757813	0.0022262927678502	0.00208729337600154
ctransferencias_emitidas	0.00184697785618121	0.00813700160491399	0.00360915281153004
cextraccion_autoservicio	0.00181335735395965	0.00485222150244523	0.00237602560092394
catm_trx	0.00179908229456453	0.00281922547067283	0.00156396621832968
tpaquete3	0.00179047178994424	0.00412059901471229	0.00058347970453069
ccallcenter_transacciones	0.00175561295160405	0.00356643742974508	0.00202112557445682
cpagomiscuentas	0.00165766723898894	0.00395257141339563	0.00287529173985227
ctarjeta_debito	0.00152731309010778	0.00428090696512458	0.00303168836168523
ccuenta_debitos_automaticos	0.00127518918870859	0.00313837017861529	0.00234594932749453
ctarjeta_master_transacciones	0.00127368967948647	0.00471224607699443	0.00201511031977094
Visa_mpagosdolares	0.0012471598963784	0.00448183164962126	0.00241813238372513
Master_cconsumos	0.00123104905473789	0.00215240960284216	0.00271287986333341
matm	0.00122738829555651	0.0017678140150128	0.00246625442121219
Master_mconsumototal	0.00118727003853708	0.00219503383561664	0.00249633069464161
cplazo_fijo	0.00105234292827343	0.00644956279308327	0.000607540723274224
Visa_msaldodolares	0.00104858081112045	0.00274733950673675	0.00195495777291211
Visa_mpagado	0.000992713992639188	0.00384495408110361	0.00194894251822622
ccajas_consultas	0.0009397613177687	0.00607486014161967	0.00155193570895792
matm_other	0.000836587254746	0.00258161642450759	0.00187675946199562
tpaquete4	0.000831939405776713	0.00193818298234436	0.000469189865498905
mprestamos_prendarios	0.000796253081355912	0.00959125807746879	0.000607540723274224
mplazo_fijo_dolares	0.000756602837333151	0.00807433069148756	0.000950410240369577
ccajas_otras	0.000619320399325879	0.00453835952140045	0.000733861071677775
ccajas_transacciones	0.000610588972207911	0.000644052616954914	0.000830105146651909
ccajas_depositos	0.000603955993623502	0.00391382572236029	0.000691754288876591
mcheques_emitidos_rechazados	0.000576365170417102	0.00388718861491761	0.000330839007723587
catm_trx_other	0.000568173072345158	0.00136809269028652	0.00110079160751666
mttarjeta_master_debitos_automaticos	0.000511303552125115	0.00139142909389764	0.00110680686220255
minversion2	0.000509229608781587	0.00894459089039369	0.000800028873222492
active_quarter	0.000504527047133171	0.00156374348138732	0.000439113592069488
mforex_sell	0.000490427424537392	0.00401743747642048	0.000962440749741344
cseguro_vida	0.000485626307607987	0.00200107014575125	0.000962440749741344
Master_mconsumosdolares	0.000449727874716836	0.00161959903095242	0.000956425495055461
mcheques_depositados	0.000446432360943758	0.00427222865965781	0.000715815307620125
Master_mpagado	0.000426211550098745	0.00242199592551138	0.000878227184138977
ccheques_emitidos	0.000393701476750872	0.00566259011993498	0.000523327157671856
Master_mpagosdolares	0.000372358044649544	0.0014673031154736	0.000733861071677775
cseguro_accidentes_personales	0.000372290194163818	0.000590086021461865	0.000769952599793075
mcheques_emitidos	0.000362314279271703	0.00496658152962525	0.00056543394047304
ccajas_extracciones	0.000356827766435135	0.00510648745835474	0.000830105146651909
mcaja_ahorro_adicional	0.000343533467631858	0.00311700808705767	0.00058347970453069
cseguro_vivienda	0.00033352798538748	0.0021718102665699	0.000613555977960107
mtarjeta_visa_descuentos	0.000316708406352264	0.00550791711400307	0.000631601742017757
mforex_buy	0.000306486714699007	0.0043524434444951	0.000541372921729506
cinversion1	0.00030618123262633	0.00420096157769014	0.000288732224922403
Master_delinquency	0.00029126024494187	0.000977713159739311	0.000360915281153004
cforex	0.000283250799632106	0.000989921596064974	0.000631601742017757
tcuentas	0.000280893475920032	0.00204060665481483	0.000240610187435336
mprestamos_hipotecarios	0.000235271506653087	0.00369760604912011	0.000210533914005919
ctarjeta_master_debitos_automaticos	0.000235024731481071	0.000472259357267363	0.000475205120184789
cprestamos_hipotecarios	0.000231152649301672	0.00133434890863871	7.81983109164842e-05
Master_msaldodolares	0.000230195679636413	0.00326192187924771	0.000577464449844806
ccheques_depositados	0.000220892288660198	0.00225055239440877	0.000270686460864753
mpagodeservicios	0.000206495252424385	0.00351010892180478	0.000487235629556555
ccheques_emitidos_rechazados	0.000200339045915708	0.00241682818054869	0.000168427131204735
Visa_madelantopesos	0.000179627419071043	0.000916230864745239	0.00031880849835182
cforex_buy	0.000175341294977679	0.00173639974003769	0.000312793243665937
