Feature	Gain	Cover	Frequency	pos
cliente_edad	0.000937507906500286	0.00403353808369273	0.00244245429649915	96
internet_avg6_avg6_avg3	0.000922062562385145	0.000759489408008787	0.00140626156465103	97
ccomisiones_mantenimiento_tend6_avg3	0.000900323256107553	0.000425827333111691	0.000666123899045222	98
ctrx_quarter_tend6_avg6	0.000897646809570809	0.000441196556875839	0.00177633039745393	99
ctransferencias_emitidas_avg6_tend6_avg3	0.000897509767641432	0.00315153896698736	0.00199837169713567	100
ctrx_quarter_max6_tend6	0.000897426489517509	0.00096076179742935	0.00162830286433277	101
mrentabilidad_annual_min6_tend6_avg3	0.000892717940589709	0.000733612483357006	0.00207238546369625	102
chomebanking_transacciones_avg6_avg6_avg3	0.000891651672777821	0.000322656869264545	0.00155428909777219	103
mcuentas_saldo_min6	0.000886348379070713	0.00091952566588748	0.00192435793057509	104
chomebanking_transacciones_max6_avg6	0.000881028860126359	0.000311137464096977	0.000962178965287544	105
mprestamos_personales_tend6_avg3	0.000880613815911017	0.00252552774476949	0.00118422026496928	106
mcuenta_corriente_min6_tend6	0.000878037825698359	0.000452191745634332	0.00207238546369625	107
cprestamos_personales_avg6_avg6_avg3	0.000875188593573682	0.00188097862762688	0.00133224779809044	108
mpayroll_min6_tend6	0.000874905271392206	0.00533272664911312	0.00214639923025683	109
ccajas_transacciones_tend6	0.00085379935329519	0.00493695661609373	0.00207238546369625	110
mrentabilidad_min6	0.000853214311330315	0.000754928391354034	0.00192435793057509	111
Visa_fechaalta	0.000842598666771786	0.000456034886314874	0.00125823403152986	112
ccuenta_debitos_automaticos_tend6	0.000840792314457596	0.00416713647197235	0.00162830286433277	113
mtarjeta_master_consumo_tend6	0.000838174424072913	0.00832756831624137	0.00207238546369625	114
mv_fechaalta	0.000837412466718081	0.00095304880440411	0.00155428909777219	115
ctarjeta_visa_transacciones_tend6_avg6_avg3	0.000836177823769197	0.000856886813440071	0.00155428909777219	116
ctrx_quarter_min6_tend6	0.000832327842919721	0.000764234067354617	0.00199837169713567	117
cproductos_avg6_avg6_avg3	0.000829016930901356	0.00166767931141978	0.00192435793057509	118
mcuentas_saldo_min6_avg6_avg3	0.000828528787413919	0.000365111720483564	0.00148027533121161	119
mrentabilidad_avg6_avg6_avg3	0.000827336209829142	0.000329054312830069	0.00103619273184812	120
mpayroll_min6_avg6	0.000821392774604985	0.000847237224763472	0.000814151432166383	121
Visa_fultimo_cierre_avg6	0.000819770366337358	0.00154488245233351	0.00148027533121161	122
Master_fultimo_cierre_avg6_avg6_avg3	0.000814675414481419	0.000852372542197593	0.00236844052993857	123
chomebanking_transacciones_avg3	0.00079935395643385	0.00106704083119273	0.00177633039745393	124
mv_cconsumos_tend6	0.00079665845063873	0.000649103455881318	0.000962178965287544	125
cpagomiscuentas_tend6_avg6	0.000792070400452713	0.00267874251141417	0.00170231663089335	126
mcaja_ahorro_avg3	0.00078694804447392	0.00118073235175959	0.00170231663089335	127
Visa_mfinanciacion_limite	0.000778872805444668	0.000990515252341869	0.00222041299681741	128
cmobile_app_trx_max6_tend6_avg3	0.000777994269551524	0.000673384358599737	0.00155428909777219	129
ccomisiones_otras_tend6_tend6_avg3	0.000776169749660943	0.00102058256930823	0.00244245429649915	130
Master_fultimo_cierre_avg6_tend6_avg3	0.000773669678531439	0.00102386476504148	0.00192435793057509	131
chomebanking_transacciones_tend6	0.000773466954987282	0.00403045622544065	0.00185034416401451	132
Visa_fultimo_cierre_avg3	0.000772825612719193	0.000596598341023349	0.00192435793057509	133
mprestamos_personales_tend6_tend6	0.00076854563066601	0.000580117244238679	0.000888165198726963	134
mv_msaldototal	0.00076648287271012	0.00639716309305057	0.00148027533121161	135
mactivos_margen_min6_tend6	0.000762761283409005	0.000873651721656406	0.00185034416401451	136
mvr_mpagominimo_min6	0.000758799042994817	0.00221840036925403	0.00177633039745393	137
mttarjeta_visa_debitos_automaticos_tend6_tend6_avg3	0.000756272075752514	0.00203910166256036	0.00192435793057509	138
mrentabilidad_avg6	0.000755786423468235	0.000842288888978447	0.00133224779809044	139
mautoservicio_tend6_avg3	0.000755465268747696	0.00081846876246673	0.00177633039745393	140
ccaja_ahorro_tend6_avg3	0.000754717922010736	0.00247580064298381	0.000962178965287544	141
chomebanking_transacciones_max6_avg6_avg3	0.000743326316960059	0.000828539059853797	0.00162830286433277	142
mrentabilidad_avg3	0.000743125509999293	0.00165640365018764	0.00148027533121161	143
mvr_mpagominimo	0.000739640640950228	0.000971196041240552	0.00125823403152986	144
mcuenta_corriente_tend6_tend6	0.000737956828299337	0.000539792648236155	0.00222041299681741	145
ccallcenter_transacciones_tend6_tend6_avg3	0.00073445239286997	0.00551065638301877	0.00244245429649915	146
mv_Finiciomora_avg6	0.000733853972122794	0.00464579947678595	0.00140626156465103	147
ctransferencias_emitidas_max6_avg6_avg3	0.000732466052237865	0.000628074698273974	0.00133224779809044	148
Master_mfinanciacion_limite_tend6	0.000730786052770844	0.0110730131920128	0.00207238546369625	149
Visa_mpagospesos_tend6_tend6_avg3	0.000728201309598217	0.00440331098957163	0.00244245429649915	150
tcallcenter_tend6_tend6_avg3	0.000717457237966148	0.00102670287935813	0.00185034416401451	151
ctarjeta_visa_debitos_automaticos_tend6_avg6_avg3	0.000716803943251683	0.000561883194493727	0.00133224779809044	152
mtransferencias_recibidas_tend6_tend6_avg3	0.000716624216043832	0.000708062776591144	0.00214639923025683	153
mcuenta_corriente_min6_tend6_avg3	0.000713607736706584	0.00244548958208202	0.00207238546369625	154
mactivos_margen_min6	0.000708840874086067	0.00106982886113908	0.00177633039745393	155
mcuenta_corriente_avg3	0.000708795318373153	0.000511364759657411	0.00162830286433277	156
ctarjeta_visa_debitos_automaticos_tend6	0.000705977738294574	0.00131164621779146	0.00170231663089335	157
mrentabilidad_tend6_tend6_avg3	0.000703704301818885	0.000373479149280643	0.00185034416401451	158
internet_avg6_tend6_avg3	0.000703133602700848	0.00422220590658936	0.00199837169713567	159
ccajas_transacciones_tend6_tend6_avg3	0.000700845720355302	0.000973523294980203	0.00199837169713567	160
Visa_mpagospesos_tend6_avg6_avg3	0.000700824483403472	0.000942220563546597	0.00185034416401451	161
ccomisiones_otras_avg6	0.000700193838654821	0.00331169542735476	0.00177633039745393	162
Visa_mconsumospesos_avg6_avg3	0.000697728239382474	0.000363732730821475	0.00148027533121161	163
mcuenta_debitos_automaticos_tend6	0.000696523386072195	0.00167858100935372	0.0011102064984087	164
mcuenta_corriente_avg6_tend6_avg3	0.000696455770999564	0.00145091415678834	0.00148027533121161	165
ctransferencias_recibidas_avg6_avg6_avg3	0.000695423156189464	0.00101715345942212	0.00192435793057509	166
canarito9	0.000691363655829144	0.00144359516080941	0.00236844052993857	167
ctransferencias_emitidas_max6_tend6_avg3	0.000688874954533085	0.000520990975627874	0.00148027533121161	168
mcuenta_corriente_min6	0.000688637923435721	0.000386454340144749	0.00170231663089335	169
mrentabilidad_tend6	0.000683288423904928	0.00134316264253832	0.00244245429649915	170
mcomisiones_max6_tend6	0.000681945519750197	0.00913597012027905	0.00214639923025683	171
mprestamos_personales_tend6_avg6_avg3	0.000680214940865928	0.00106441307123132	0.00140626156465103	172
mcuenta_corriente_min6_avg3	0.000679280043388637	0.000557465753033817	0.00162830286433277	173
ctarjeta_visa_debitos_automaticos_tend6_avg6	0.000677761964577705	0.000383275652110104	0.00155428909777219	174
Visa_mpagospesos_max6_tend6	0.000669470630327031	0.00168600685198928	0.00177633039745393	175
mcuenta_corriente_avg6_avg6_avg3	0.000666456544498698	0.00226103886316413	0.00148027533121161	176
Visa_mpagospesos_max6_avg6_avg3	0.000665799725686506	0.000728370319266258	0.00140626156465103	177
mcuenta_corriente_tend6_tend6_avg3	0.000661040775411417	0.000858399361422943	0.00199837169713567	178
mactivos_margen_tend6_tend6	0.000659355391659498	0.0042509743688861	0.00214639923025683	179
mcomisiones_mantenimiento_tend6_tend6	0.000658029355747746	0.000383649615408298	0.00170231663089335	180
cliente_edad_avg6_avg6_avg3	0.000657585113388025	0.00120068596488463	0.00162830286433277	181
mtransferencias_emitidas_max6_avg6_avg3	0.000656906025617561	0.000447089817780406	0.000962178965287544	182
mcomisiones_max6_tend6_avg3	0.000654346964040686	0.00047085652096381	0.00199837169713567	183
mcaja_ahorro_max6_tend6	0.000654329128624717	0.000324473262427199	0.00192435793057509	184
ctransferencias_emitidas_avg6_avg6_avg3	0.000653903613362951	0.000657484240510475	0.0011102064984087	185
cproductos_tend6_avg6	0.000653189048372772	0.000271821233416368	0.000740137665605803	186
Master_fechaalta_min6_avg6_avg3	0.000652295354774003	0.00294386579504325	0.00207238546369625	187
mprestamos_personales_tend6_avg6	0.000647679534555792	0.000465560933544749	0.000888165198726963	188
Visa_cconsumos_tend6_avg3	0.000643471277838416	0.000257917812222817	0.00133224779809044	189
mv_Fvencimiento	0.000641625015650338	0.000560621068362324	0.00192435793057509	190
Master_fultimo_cierre_avg6	0.000640137989398114	0.00102603842671223	0.00133224779809044	191
mttarjeta_visa_debitos_automaticos_tend6	0.000634802396198525	0.00105377515098092	0.00162830286433277	192
Visa_fultimo_cierre_tend6_avg3	0.000630679534905723	0.000520783960230659	0.00125823403152986	193
mcaja_ahorro_max6_tend6_avg3	0.000629728966383975	0.000310676687890275	0.00185034416401451	194
matm_max6	0.000628449036825407	0.00136569393125448	0.00162830286433277	195
mvr_mpagominimo_tend6_avg3	0.000627341448790036	0.00119666919838707	0.00148027533121161	196
Visa_mpagospesos_max6_tend6_avg3	0.000627131754317688	0.00107214275904666	0.00170231663089335	197
ctarjeta_visa_debitos_automaticos_tend6_avg3	0.000624308731781731	0.000893742232060247	0.00125823403152986	198
mcomisiones_avg6_avg6_avg3	0.000619228551295097	0.000274285384434821	0.00140626156465103	199
cprestamos_personales_avg6	0.000617301826353509	0.00164354866181224	0.000888165198726963	200
mv_fechaalta_tend6	0.000615633763790598	0.0020549817469015	0.000962178965287544	201
mpayroll_avg3	0.000615388918930178	0.00121220537005219	0.000888165198726963	202
Master_fechaalta_tend6	0.000614078054045992	0.00187225726927973	0.00103619273184812	203
Visa_fechaalta_avg6_avg3	0.000611883465704441	0.000450562334120774	0.00103619273184812	204
mtransferencias_recibidas_avg6_tend6_avg3	0.000608821152669756	0.00101383787410867	0.00177633039745393	205
mrentabilidad_annual_max6_tend6_avg3	0.000604925968250699	0.00349146826608721	0.00162830286433277	206
Visa_fultimo_cierre_avg6_avg3	0.000603616648267722	0.000505975681413801	0.00162830286433277	207
cproductos_tend6_tend6_avg3	0.000600226479575664	0.000549839572917085	0.00170231663089335	208
Visa_cconsumos_tend6_tend6_avg3	0.000600143044252825	0.000717408520087961	0.00140626156465103	209
mvr_Master_mlimitecompra_max6_avg6_avg3	0.000596059133654086	0.000999243288605064	0.00162830286433277	210
ccaja_seguridad_avg6_avg3	0.000593002636091155	0.00465642070224625	0.000666123899045222	211
chomebanking_transacciones_max6_tend6_avg3	0.000591968590504483	0.000445894470809395	0.00155428909777219	212
canarito24	0.000589656733548023	0.00262346606139995	0.00214639923025683	213
mactivos_margen_min6_tend6_avg3	0.000587564153092738	0.000714593778477451	0.00140626156465103	214
canarito46	0.000587286181891304	0.000905351789094343	0.00192435793057509	215
mvr_mpagominimo_avg6_avg3	0.000587091202836105	0.000426431684513236	0.00133224779809044	216
Visa_mpagado_max6_tend6_avg3	0.000583298965944292	0.00463437690140095	0.00192435793057509	217
cliente_edad_min6_avg6	0.000581633233389039	0.000326833905747045	0.00103619273184812	218
mv_status02_avg3	0.000581315089427395	0.000172627468570547	0.000370068832802901	219
canarito47	0.000581088083535462	0.000352884456215845	0.00177633039745393	220
mpasivos_margen_min6_tend6_avg3	0.000580987957595538	0.000390591309131014	0.00155428909777219	221
matm_max6_tend6_avg3	0.000580331622813906	0.00102423538938165	0.00155428909777219	222
ctransferencias_emitidas_max6	0.000579954491957409	0.00387481069735771	0.00125823403152986	223
ccallcenter_transacciones_tend6_tend6	0.000578528092087035	0.000392764970801764	0.00118422026496928	224
cmobile_app_trx_max6	0.000573433684654459	0.00212603143460024	0.00170231663089335	225
mrentabilidad_annual_tend6_tend6_avg3	0.000567005007461836	0.000339051153140705	0.00162830286433277	226
ccomisiones_mantenimiento_tend6_avg6_avg3	0.000566076259392979	0.000762728197287784	0.00155428909777219	227
ctrx_quarter_min6_tend6_avg3	0.000565349801461099	0.0021337310717934	0.00162830286433277	228
mactivos_margen_max6	0.000564541380725037	0.00170602390531669	0.00155428909777219	229
ctransferencias_recibidas_tend6	0.000564498969878568	0.00193886948177044	0.00192435793057509	230
canarito39	0.00056292514673347	0.00462458707648753	0.00229442676337799	231
thomebanking_tend6_tend6	0.000561733495467727	0.000615804027552	0.00155428909777219	232
mvr_msaldopesos2_max6	0.000560713514299305	0.000866205845272732	0.00177633039745393	233
mpayroll_avg6_avg6	0.000560543290964887	0.000304269227450692	0.000370068832802901	234
ccajas_transacciones_tend6_avg6	0.00055973699818703	0.00334375276330079	0.00192435793057509	235
mactivos_margen_avg6	0.000555713681997481	0.00396794425339799	0.00125823403152986	236
Master_fultimo_cierre_avg6_tend6	0.000555229940079687	0.000100298959950304	0.000888165198726963	237
Visa_mpagospesos_max6_avg6	0.000554427394320054	0.000380941720454414	0.00162830286433277	238
mcomisiones_avg6_avg6	0.000554130435798731	0.000641353734317862	0.00118422026496928	239
Master_Fvencimiento	0.000553284277553459	0.000918206777469744	0.00162830286433277	240
mcomisiones_avg6_tend6_avg3	0.000552207574220327	0.00031698397958927	0.00148027533121161	241
mactivos_margen_max6_tend6	0.000551653039502665	0.000766648134002776	0.00155428909777219	242
mcaja_ahorro_min6_tend6_avg3	0.000551316516589818	0.00168530900976318	0.00155428909777219	243
canarito32	0.000548563732216875	0.00160016891922179	0.00185034416401451	244
mvr_mpagominimo_avg6	0.000548257674365092	0.00127868402422212	0.00140626156465103	245
mcomisiones_mantenimiento_max6_tend6_avg3	0.000547855912125938	0.000820939591401223	0.00148027533121161	246
canarito31	0.000547743324841453	0.000765272483298707	0.00214639923025683	247
ccomisiones_otras_avg6_avg3	0.000547580780274413	0.000239960895993491	0.00140626156465103	248
ctarjeta_visa_transacciones_tend6_tend6_avg3	0.000545935019530564	0.0033828987071224	0.00170231663089335	249
thomebanking_tend6_avg6_avg3	0.000545353434165577	0.00117027139628423	0.00177633039745393	250
ctransferencias_emitidas_max6_avg6	0.000545119300146537	0.000553676035681588	0.000888165198726963	251
cprestamos_personales_avg6_avg6	0.000544651663568509	0.000355061456844614	0.000370068832802901	252
mttarjeta_visa_debitos_automaticos_tend6_avg6	0.000544198389820232	0.000602348026733074	0.00133224779809044	253
ccajas_transacciones_tend6_avg6_avg3	0.000543447353793464	0.000470362355176911	0.00148027533121161	254
mcuentas_saldo_tend6_tend6	0.000540490143776239	0.00176763435869406	0.00155428909777219	255
Visa_mconsumospesos_max6_tend6	0.000540005149595895	0.000786969032509968	0.00155428909777219	256
Master_Fvencimiento_avg3	0.000539731007120597	0.000829554103091751	0.00177633039745393	257
Visa_mconsumospesos	0.000539472423785442	0.00178154445780365	0.00185034416401451	258
mrentabilidad	0.000539125374762144	0.000844946699562037	0.00125823403152986	259
cpayroll_trx_avg6_avg6_avg3	0.000538097859591448	0.00296088112511105	0.00125823403152986	260
mtransferencias_emitidas_max6	0.000537843269286379	0.00075488164594176	0.00133224779809044	261
mrentabilidad_max6	0.000537718892083211	0.00052166544514783	0.00133224779809044	262
Visa_mconsumospesos_max6_avg6_avg3	0.00053699762349181	0.0017225116800174	0.00140626156465103	263
canarito53	0.000536385477591841	0.000880309603947458	0.00192435793057509	264
Master_fultimo_cierre_avg6_avg3	0.000534646148856057	0.000196918388163025	0.00140626156465103	265
mrentabilidad_max6_tend6	0.000532182856944068	0.00112291161573444	0.00140626156465103	266
mcaja_ahorro_tend6	0.000530508024170225	0.000316973962715211	0.00148027533121161	267
ctransferencias_recibidas_avg6_avg6	0.000530372230950879	0.00149189652752072	0.00155428909777219	268
mcaja_ahorro_min6	0.000529462863643265	0.00136586421811348	0.00133224779809044	269
Visa_mpagominimo_max6_tend6_avg3	0.000525090333170775	0.00175689293074506	0.00148027533121161	270
mv_cconsumos_tend6_avg6_avg3	0.000524268911995566	0.000445220001289439	0.00118422026496928	271
mv_fechaalta_avg3	0.00052261674073322	0.000485177311909809	0.00125823403152986	272
mcomisiones_max6	0.000518359059610969	0.00164647358903739	0.00133224779809044	273
Master_mfinanciacion_limite_avg6_avg3	0.000516744212877631	0.00119983786954765	0.00133224779809044	274
mcaja_ahorro_tend6_tend6_avg3	0.000514858546161332	0.000563025118136425	0.00170231663089335	275
matm_max6_tend6	0.000514257689275026	0.00121172456009737	0.00118422026496928	276
canarito71	0.00051417808711897	0.00100500966910489	0.00162830286433277	277
Visa_cconsumos_tend6_tend6	0.000511562218116955	0.000239857388294884	0.00177633039745393	278
Visa_mpagospesos_max6_avg3	0.000511072008840377	0.00274154163384652	0.00140626156465103	279
ccomisiones_otras_avg6_avg6_avg3	0.000510827340717721	0.000729081517324429	0.00170231663089335	280
cpagomiscuentas_tend6	0.000510592997988257	0.00415274556290794	0.00148027533121161	281
mrentabilidad_annual_max6_avg6_avg3	0.000510555257814658	0.00050092383793017	0.00118422026496928	282
Master_fechaalta_tend6_tend6_avg3	0.000510372461231367	0.000327007531564063	0.0011102064984087	283
canarito3	0.00051007365717701	0.0004500381177117	0.00177633039745393	284
Visa_cconsumos_max6_avg6	0.000509302357588308	0.000931696167868866	0.00148027533121161	285
ctrx_quarter_tend6_tend6	0.000509264426466874	0.00203086779208406	0.00155428909777219	286
mdescubierto_preacordado_tend6_tend6	0.000507809682832669	0.00244041770485027	0.000666123899045222	287
mcaja_ahorro_min6_avg3	0.000507787263780517	0.000329050973872049	0.0011102064984087	288
mcomisiones_mantenimiento_tend6_avg6	0.00050667371462016	0.000659844883830322	0.00103619273184812	289
canarito38	0.000506208156265086	0.000271343762419567	0.00185034416401451	290
mcaja_ahorro_max6_avg3	0.000503237634963401	0.00100774427572293	0.00125823403152986	291
mrentabilidad_tend6_avg6_avg3	0.000502560522392873	0.000479067018733969	0.00125823403152986	292
mactivos_margen_tend6_tend6_avg3	0.000501145606036515	0.000728356963434179	0.00155428909777219	293
Visa_cconsumos_tend6_avg6_avg3	0.00050099558143058	0.000182714460747712	0.00118422026496928	294
mprestamos_personales_tend6_tend6_avg3	0.000500089053472874	0.000550420551612493	0.0011102064984087	295
canarito66	0.000499876257652424	0.000646966522748783	0.00192435793057509	296
mtransferencias_emitidas_max6_tend6_avg3	0.000497576694184056	0.000880186062500733	0.00133224779809044	297
mcuentas_saldo_max6_tend6_avg3	0.00049741974749705	0.000313872070715017	0.00148027533121161	298
mpasivos_margen_max6_avg3	0.000496710362966056	0.000611767227306322	0.00103619273184812	299
mcuentas_saldo_avg6_tend6_avg3	0.000496575265152083	6.99378146782204e-05	0.000666123899045222	300
ccallcenter_transacciones_tend6_avg6_avg3	0.000495701664594391	0.000947806640313362	0.00155428909777219	301
ctrx_quarter_max6_avg6_avg3	0.000494463393636632	0.000241426698564089	0.00103619273184812	302
canarito15	0.000493205779219068	0.000294218963811742	0.00177633039745393	303
cliente_edad_avg6_tend6	0.000492133317148208	0.0021112932739018	0.00177633039745393	304
cpagomiscuentas_tend6_avg3	0.000491444228595873	0.000321711944145002	0.00133224779809044	305
Visa_cconsumos_max6_avg3	0.000490640901726373	0.00343216169374335	0.00155428909777219	306
Visa_mconsumospesos_tend6	0.000489784058839541	0.000186577635176372	0.00148027533121161	307
