Feature	Gain	Cover	Frequency
ctrx_quarter	0.197960589275347	0.0271159147976692	0.0123911727248053
Visa_status	0.0677327663929368	0.00666350914170584	0.00298557320917803
mcaja_ahorro	0.0633541414165374	0.0308901337358853	0.0121406351128463
mdescubierto_preacordado	0.0443678141120654	0.00841262258413924	0.00483328809737562
mtarjeta_visa_consumo	0.0373238004199637	0.0295767649330162	0.00553270559742781
mcuentas_saldo	0.0360914932450952	0.0292174363568116	0.0168382153370775
mcuenta_corriente	0.0296227770448691	0.0123032420111126	0.0173392905609955
mprestamos_personales	0.0240914769625188	0.0229767406483577	0.0137378123890849
Visa_Finiciomora	0.022968437145143	0.0187910216323259	0.00624256216464497
foto_mes	0.0176660899395714	0.0243160587203426	0.0231329728375472
ctarjeta_visa_transacciones	0.01696600388423	0.0332978962121111	0.00862266947825542
cpayroll_trx	0.0161808298479728	0.0381330576721675	0.00382069858237468
mpayroll	0.0132393821047048	0.0315133508737261	0.00620080589598513
ctarjeta_visa	0.0103441146965069	0.00537788870730571	0.00121093179113514
cliente_edad	0.00996795796964032	0.0159281647543335	0.0237488778002798
mrentabilidad_annual	0.00980569935094884	0.0108481783443482	0.0200847652253795
mactivos_margen	0.00919307084647666	0.012868261234629	0.0161909931728501
mrentabilidad	0.00904005409312302	0.00344182836734929	0.0116917552247531
Visa_mpagospesos	0.00795680768213937	0.00557373403252488	0.0110445330605257
Visa_fechaalta	0.00782508805193669	0.00464129390473515	0.0141866922771781
internet	0.00759949489955534	0.00142120024436844	0.00278723093304382
Master_fechaalta	0.00720428753760545	0.010961528940788	0.0154811366056329
Master_Fvencimiento	0.00685316709831007	0.00380803615613155	0.0164415307848091
Visa_Fvencimiento	0.00680624502248928	0.003041736136107	0.0151262083220243
numero_de_cliente	0.00678746583710077	0.0143359658920096	0.0175167547027998
Visa_mpagominimo	0.00665431675983486	0.0279996294253921	0.01122199720233
mpasivos_margen	0.00657644668585239	0.003952180650703	0.0111906800008351
cproductos	0.00625488749932822	0.0121827149466608	0.00952042925444182
chomebanking_transacciones	0.00593807497830405	0.00540526743993071	0.0120780007098566
ccaja_ahorro	0.00573138292451891	0.0149079019064256	0.00605465895567572
Visa_fultimo_cierre	0.00567173334473606	0.00419169357264367	0.00843476626928618
mautoservicio	0.00529867959577722	0.0249011245410161	0.00522997264964403
Visa_mfinanciacion_limite	0.00527873936181948	0.00426500402068564	0.0121406351128463
cliente_antiguedad	0.00524530818235649	0.00635912889689911	0.01372737332192
mcaja_ahorro_dolares	0.00519496732742007	0.0139162546037816	0.012213708583001
mcomisiones_mantenimiento	0.00497137047264491	0.00989082983722001	0.0100006263440299
cmobile_app_trx	0.00480968706033054	0.00378602497619225	0.0096248199260914
Master_Finiciomora	0.00480408139572797	0.00973570781248144	0.00383113764953964
mes	0.0046860415285061	0.00983422607662391	0.00915506190366829
Master_mfinanciacion_limite	0.0046836098514269	0.00443906403250319	0.0114934129486189
Visa_msaldototal	0.00457537860574027	0.00299339772250328	0.00582499947804664
Visa_msaldopesos	0.00397180254564797	0.00529563888210314	0.00585631667954152
Visa_mpagado	0.00392296581984575	0.00218123529378251	0.00321523268680711
mtransferencias_recibidas	0.00365032659965246	0.0138883601855277	0.00768315343340919
ccaja_seguridad	0.00363706056373165	0.0125636563130996	0.00321523268680711
mcomisiones	0.00359371667896937	0.00288890559580769	0.00765183623191432
ctarjeta_master	0.00352686602558332	0.00127089806083435	0.000960394179176149
Master_fultimo_cierre	0.00344277089256722	0.00458646643870568	0.00874793828423492
canarito17	0.00341869460978432	0.00105482707130836	0.00944735578428712
canarito20	0.00341823324392709	0.00134079136034468	0.00901935403052383
mcuenta_debitos_automaticos	0.00338027089406957	0.0125856821674232	0.00691066246320229
mttarjeta_visa_debitos_automaticos	0.00334386678523543	0.00335533734761211	0.00837213186629643
