Feature	Gain	Cover	Frequency	pos
mcuentas_saldo_delta6	0.00036797495230592	0.00050828387183701	0.000579458206576851	185
mcomisiones_mantenimiento_avg6_delta2	0.000367733037230947	0.003167697233684	0.00101405186150949	186
Visa_fechaalta_delta2	0.000362715609460622	0.000243733472899083	0.000434593654932638	187
ctransferencias_emitidas_max6_lag4_lag6_avg6_avg3	0.000361272210670982	6.07330544081705e-05	0.000579458206576851	188
mv_mpagominimo_avg3	0.000359468587747897	6.73211532652438e-05	0.000434593654932638	189
mttarjeta_visa_debitos_automaticos_max6_lag2_delta4_delta6	0.000357404087221126	0.000260444620317939	0.00130378096479791	190
ctarjeta_visa_transacciones_tend6_lag2_lag4_avg6_avg3	0.000355289948290625	0.000134935576431915	0.000434593654932638	191
mcuentas_saldo_lag4_avg3	0.000355100470195012	0.000393814344954731	0.000724322758221063	192
mdescubierto_preacordado_avg6_delta2	0.000355062359211454	0.00058793283488727	0.000289729103288425	193
Visa_mpagospesos_max6_tend6_avg3	0.000352810638816879	2.13092005162409e-05	0.000289729103288425	194
Visa_fultimo_cierre_avg6_delta4_avg6_avg3	0.000351876762844523	2.55825619370452e-05	0.000144864551644213	195
Master_fultimo_cierre_avg6_lag2_lag4_lag6_avg6_avg3	0.000350682412108433	0.00393120447420103	0.00130378096479791	196
cproductos_avg3	0.000350504476926837	6.25869391421959e-05	0.000724322758221063	197
mcuenta_corriente_delta6_avg6	0.000348823480034597	0.000113160286250905	0.000724322758221063	198
ccaja_ahorro_delta4	0.000348236759138005	0.00157375960853663	0.000724322758221063	199
mcaja_ahorro_dolares_min6	0.000346197920290884	0.00347132584698717	0.0011589164131537	200
mpayroll_avg6_lag2_lag4_avg6_avg3	0.000346167265719903	7.24167178025508e-05	0.000289729103288425	201
ctransferencias_emitidas_max6_lag2_lag4_lag6_avg6_avg3	0.000345582493174234	0.000533405581071812	0.000579458206576851	202
ctarjeta_visa_debitos_automaticos_avg6_delta2	0.000344540466295084	0.000117685021872933	0.000434593654932638	203
mcomisiones_mantenimiento_delta4_delta6	0.000342806383618754	0.000164042614148619	0.000869187309865276	204
Master_mconsumospesos_tend6_tend6	0.000341360548422096	0.00202935963736716	0.0011589164131537	205
mcuenta_debitos_automaticos_delta6_avg3	0.000341194837883666	0.00169872924528253	0.000724322758221063	206
ccaja_ahorro_max6	0.000339456982456244	1.75281135728332e-05	0.000289729103288425	207
ctarjeta_debito_tend6_delta4	0.00033929315829336	0.00272956771183853	0.00101405186150949	208
Visa_delinquency_tend6	0.000338491805044907	0.0023701602106763	0.000869187309865276	209
chomebanking_transacciones_max6_lag2_lag4_lag6_tend6_avg3	0.000335828436447599	0.0001958152657908	0.000724322758221063	210
ctrx_quarter_lag4_delta6_avg3	0.000331254858898689	0.000202481919085755	0.000289729103288425	211
cpagomiscuentas_avg6_lag2_delta4_lag6_tend6	0.000321831638356292	0.000513159483948246	0.000869187309865276	212
ctransferencias_emitidas_max6_lag2_delta4_delta6	0.000321672024645601	0.00245397779589685	0.000869187309865276	213
cpagomiscuentas_tend6	0.000321634851039623	0.00136412399864105	0.000869187309865276	214
chomebanking_transacciones_min6_lag2_lag4	0.00032008107410307	0.000468613880706382	0.000579458206576851	215
mvr_msaldopesos_tend6_delta2_lag4_delta6_tend6	0.000318691119392671	0.00444639066264664	0.00130378096479791	216
mcaja_ahorro_tend6	0.000318683715271818	0.000114563792207738	0.000434593654932638	217
chomebanking_transacciones_min6_lag2_lag4_avg3	0.000318365938461609	0.000117627415285153	0.000434593654932638	218
mvr_mpagominimo_avg6_lag2	0.000317838948271589	0.00113641563106998	0.00101405186150949	219
ctarjeta_visa_transacciones_delta4	0.000313572609782022	0.0020739628471968	0.000579458206576851	220
mv_mpagominimo_tend6_avg3	0.000312536102584911	0.000827063017726443	0.000869187309865276	221
thomebanking_delta6	0.000312435994920049	0.00126105533917677	0.00101405186150949	222
chomebanking_transacciones_max6_delta2	0.000311672857238603	0.00203187861634192	0.00101405186150949	223
mcomisiones_mantenimiento_avg6_delta6	0.000309388683050377	8.07539621431396e-05	0.000579458206576851	224
cplazo_fijo	0.000308383940170845	0.00145530999013498	0.000434593654932638	225
mcuenta_corriente_delta4_avg3	0.000307665511913907	9.01281250637764e-06	0.000144864551644213	226
chomebanking_transacciones_avg6_lag2_lag4	0.000305567722862621	0.000731278973135131	0.000724322758221063	227
Master_mpagominimo_max6_lag2_delta6_avg6_avg3	0.000305193256012787	0.00457077899655221	0.000869187309865276	228
mprestamos_personales_min6_delta4	0.000303294948270351	0.000951383271119179	0.000579458206576851	229
mactivos_margen_avg6	0.000302131122344295	0.00147311042575914	0.000724322758221063	230
Visa_cconsumos_delta2	0.000300223938565796	0.00148238508639179	0.0011589164131537	231
ctrx_quarter_max6_lag2_lag4_lag6_tend6_avg3	0.000300179310483972	0.00242582912232232	0.0011589164131537	232
ctrx_quarter_delta2_delta6	0.000294918416317512	0.000136412399864105	0.000869187309865276	233
Master_mconsumospesos_tend6	0.00029402511291323	0.0015792584191884	0.00101405186150949	234
mvr_mconsumospesos_min6_delta2_delta4_tend6	0.000293775989327189	0.000386105536117202	0.000869187309865276	235
Master_Finiciomora	0.000293716252810425	0.00064495811982739	0.000724322758221063	236
mactivos_margen_max6_lag4_lag6_tend6_avg3	0.000293625077346812	0.00210414346223123	0.0011589164131537	237
mcomisiones_mantenimiento_delta2	0.000292656539707988	0.000535432285569179	0.000724322758221063	238
mv_mfinanciacion_limite_min6_lag2_delta6_tend6_avg3	0.000287979043008514	0.00013858050234966	0.000579458206576851	239
cliente_antiguedad_min6_lag2	0.000287406988972298	0.00195121891952424	0.000579458206576851	240
mcuentas_saldo_delta2_avg6	0.000286015936135683	0.000108892161792627	0.000579458206576851	241
chomebanking_transacciones_avg3	0.000285664967637486	0.000676872169457759	0.000869187309865276	242
ccaja_seguridad_avg3	0.000285277848127037	0.000391693375131905	0.000434593654932638	243
ctransferencias_recibidas_avg6_lag2_lag6_avg6	0.000284420000448744	0.000125247195759749	0.000434593654932638	244
Master_mpagominimo_tend6	0.00028388617553665	0.00191513624772358	0.000869187309865276	245
mcomisiones_min6_lag2_lag4_lag6_avg6_avg3	0.000283653434754243	0.000403413697263964	0.000869187309865276	246
mpayroll_max6_delta2	0.000281860409620671	0.00173217772493287	0.000869187309865276	247
chomebanking_transacciones	0.000281527102168265	8.34405239187187e-05	0.000724322758221063	248
mvr_mpagospesos_max6_lag2_lag4_delta6_avg3	0.000281445372139493	0.000199460191708545	0.000724322758221063	249
mplazo_fijo_dolares_delta4	0.000280009931375641	0.0030316357103091	0.00101405186150949	250
mv_msaldototal_min6_delta6	0.000279273950529822	0.00123527900962629	0.000724322758221063	251
mtransferencias_emitidas_max6	0.00027878851676699	0.00149318370311936	0.000869187309865276	252
ccajas_depositos_max6_lag2	0.000278638478252086	0.00115895551777972	0.000869187309865276	253
mcaja_ahorro_min6	0.000278609471838795	0.00013154726167792	0.000289729103288425	254
ccajas_depositos_max6_lag2_avg3	0.000278478436523946	0.00193666016370336	0.00101405186150949	255
mcaja_ahorro_dolares_delta2_avg6	0.000278309205009394	0.000194406522871441	0.000434593654932638	256
mrentabilidad_avg3	0.000277614858059985	0.00240293312216085	0.000869187309865276	257
mdescubierto_preacordado	0.00027612894222481	0.000308106216262473	0.000579458206576851	258
mv_Finiciomora_max6	0.000275827898766463	0.000882040650319094	0.000724322758221063	259
mpayroll_min6_delta2_delta6_tend6_avg3	0.000274544448741898	7.44381853373921e-05	0.000289729103288425	260
ctransferencias_emitidas_max6_lag4_avg6_avg3	0.000274261213520863	0.000122293548895369	0.000434593654932638	261
Master_mfinanciacion_limite_min6_lag2_lag6_avg3	0.000274206930837299	0.00131049750237998	0.00101405186150949	262
mcaja_ahorro_lag2_avg3	0.000274117608824812	0.00093538435060379	0.000724322758221063	263
chomebanking_transacciones_lag4_avg6_avg3	0.000273852853886586	3.76851823334651e-05	0.000434593654932638	264
cliente_edad_min6	0.00027299671827809	0.000863376115878228	0.000724322758221063	265
mpayroll_min6_lag4_avg3	0.000272856247212052	0.000599616498281651	0.000434593654932638	266
Master_fechaalta_delta2	0.00027145250298021	0.000265508763080093	0.000579458206576851	267
mcuenta_corriente_min6	0.00027116558603442	7.50037772901456e-05	0.000434593654932638	268
mv_msaldototal_min6	0.000270864168787079	0.00158242678151633	0.000579458206576851	269
cmobile_app_trx_tend6_delta6	0.000270615422863493	0.000201219811117111	0.000434593654932638	270
Visa_Fvencimiento_tend6	0.000270551665694129	0.000167881307679807	0.000724322758221063	271
cmobile_app_trx_max6_delta6_tend6	0.000269572410188499	0.000282267043161678	0.000869187309865276	272
mcuentas_saldo_min6_delta6	0.000268761098271611	4.65251750765014e-05	0.000434593654932638	273
mdescubierto_preacordado_tend6_delta2	0.000268744545035689	0.000131285413551645	0.000724322758221063	274
mvr_msaldopesos2_tend6	0.000268647793724852	0.00331075010203043	0.00101405186150949	275
mcuentas_saldo_delta2_avg3	0.000268607931936886	0.000140916187636031	0.000724322758221063	276
cpagomiscuentas_avg6_lag2	0.000266035825956066	0.000657285929612406	0.000724322758221063	277
ccallcenter_transacciones_delta4	0.000266014669111651	0.00157331970368449	0.000724322758221063	278
ctrx_quarter_min6_delta6_avg6	0.00026507144260425	3.4946250932631e-05	0.000434593654932638	279
mv_mconsumospesos_min6_delta2_delta4_tend6	0.000264979300712097	5.00287030060579e-05	0.000579458206576851	280
mactivos_margen_max6_lag4	0.000263740761532015	0.000176983148549118	0.00101405186150949	281
ccomisiones_otras_avg6_lag2_lag4_lag6_tend6	0.000262144264193219	0.000220523254986087	0.000869187309865276	282
mcomisiones_mantenimiento_delta2_avg6	0.000259315068853649	0.000172552678252549	0.000724322758221063	283
ctrx_quarter_min6_delta6_avg6_avg3	0.000258638061452761	5.51399784309414e-05	0.000434593654932638	284
Visa_msaldototal_tend6_lag2_avg6	0.000256762020301339	0.000134280956116228	0.000579458206576851	285
ctrx_quarter_min6	0.000256649211557598	0.000475181031713354	0.000724322758221063	286
mtransferencias_emitidas_tend6	0.00025347596959478	0.000212840630961185	0.000724322758221063	287
mrentabilidad_max6_lag4	0.000252869284879785	4.84209555107308e-05	0.000144864551644213	288
mcaja_ahorro_dolares_max6_lag6_avg6	0.000252073201475131	0.00135320493177539	0.000579458206576851	289
mv_mpagominimo_avg6_delta6_avg6_avg3	0.000251872132047239	0.000161136099946969	0.000434593654932638	290
ccaja_ahorro_avg6_delta6_avg6_avg3	0.00025086129815016	0.00111681891729958	0.000579458206576851	291
mpayroll_min6_lag2_avg3	0.000250182613540625	0.000383906011856494	0.000434593654932638	292
ctransferencias_recibidas_max6_tend6_avg3	0.000248238108964627	0.000303345817326797	0.000869187309865276	293
ctransferencias_recibidas_delta2_delta6_tend6	0.000247824442688672	0.000369630052011993	0.000724322758221063	294
mpayroll_min6_delta4	0.000246622937669968	0.00157089499003519	0.000724322758221063	295
Visa_fultimo_cierre_avg6_tend6	0.000246472161260729	0.000101403305381168	0.000579458206576851	296
Visa_mpagospesos_max6_avg3	0.000245100638414875	0.000752132557911654	0.000724322758221063	297
